Pesticide Name,Commodity,Number of Samples Analyzed,Number of Samples with Detects,Pct of Samples with Detects,Min Detect,Max Detect,LOD Range,pp_,EPA Tolerance (ppm)
"3-Hydroxycarbofuran","Apple Sauce","570","0"," "," "," ","0.003","M","NT"
"3-Hydroxycarbofuran","Asparagus","354","2","0.6","0.0033","0.035","0.003","M","NT"
"3-Hydroxycarbofuran","Cabbage","354","0"," "," "," ","0.01","M","NT"
"3-Hydroxycarbofuran","Cranberries","311","0"," "," "," ","0.004","M","NT"
"3-Hydroxycarbofuran","Cranberries, Frozen","428","0"," "," "," ","0.004","M","NT"
"3-Hydroxycarbofuran","Cucumbers","378","0"," "," "," ","0.01","M","NT"
"3-Hydroxycarbofuran","Garbanzo Beans, Canned","189","0"," "," "," ","0.0012","M","NT"
"3-Hydroxycarbofuran","Grapefruit","526","0"," "," "," ","0.0012 - 0.004","M","NT"
"3-Hydroxycarbofuran","Honey","315","0"," "," "," ","0.005","M","NT"
"3-Hydroxycarbofuran","Kale Greens","708","0"," "," "," ","0.05","M","NT"
"3-Hydroxycarbofuran","Lettuce","378","0"," "," "," ","0.003","M","NT"
"3-Hydroxycarbofuran","Mangoes","177","0"," "," "," ","0.0012 - 0.004","M","NT"
"3-Hydroxycarbofuran","Milk","711","0"," "," "," ","0.0012","M","NT"
"3-Hydroxycarbofuran","Olives, Canned","754","0"," "," "," ","0.0012","M","NT"
"3-Hydroxycarbofuran","Onion","708","0"," "," "," ","0.004 - 0.01","M","NT"
"3-Hydroxycarbofuran","Pineapple, Canned","756","0"," "," "," ","0.005 - 0.01","M","NT"
"3-Hydroxycarbofuran","Plums, Dried (Prunes)","191","0"," "," "," ","0.0033","M","NT"
"3-Hydroxycarbofuran","Snap Peas","710","0"," "," "," ","0.05","M","NT"
"3-Hydroxycarbofuran","Sweet Potatoes","701","0"," "," "," ","0.005","M","NT"
"3-Hydroxycarbofuran","Tomatoes, Canned","566","0"," "," "," ","0.0012 - 0.004","M","NT"
"3-Hydroxycarbofuran","Water, Bottled","735","0"," "," "," ","9","T",""
"4-Hydroxychlorothalonil","Honey","315","0"," "," "," ","0.005","M","NT"
"5-Hydroxythiabendazole","Grapefruit","271","2","0.7","0.002","0.0049","0.0012","M","10.0"
"5-Hydroxythiabendazole","Mangoes","90","15","16.7","0.0013","0.0031","0.0012","M","10.0"
"5-Hydroxythiabendazole","Milk","681","0"," "," "," ","0.0012","M","0.1"
"5-Hydroxythiabendazole","Olives, Canned","754","0"," "," "," ","0.0012","M","NT"
"Abamectin","Apple Sauce","570","0"," "," "," ","0.05","M","0.02"
"Abamectin","Asparagus","354","0"," "," "," ","0.05","M","0.01"
"Abamectin","Grapefruit","271","0"," "," "," ","0.02","M","0.02"
"Abamectin","Kale Greens","708","0"," "," "," ","0.025","M","0.01"
"Abamectin","Mangoes","90","0"," "," "," ","0.02","M","0.01"
"Abamectin","Milk","711","0"," "," "," ","0.02","M","0.015"
"Abamectin","Olives, Canned","754","0"," "," "," ","0.02","M","0.01"
"Abamectin","Plums, Dried (Prunes)","191","0"," "," "," ","0.05","M","0.025"
"Abamectin","Snap Peas","710","0"," "," "," ","0.025","M","0.01"
"Acephate","Apple Sauce","570","0"," "," "," ","0.003","M","0.02"
"Acephate","Asparagus","354","0"," "," "," ","0.003","M","0.02"
"Acephate","Cabbage","354","0"," "," "," ","0.05","M","0.02"
"Acephate","Cranberries","311","0"," "," "," ","0.015","M","0.5"
"Acephate","Cranberries, Frozen","427","0"," "," "," ","0.015","M","0.5"
"Acephate","Cucumbers","355","0"," "," "," ","0.05","M","0.02"
"Acephate","Garbanzo Beans, Canned","189","0"," "," "," ","0.015","M","0.02"
"Acephate","Grapefruit","526","0"," "," "," ","0.005 - 0.03","M","0.02"
"Acephate","Honey","315","0"," "," "," ","0.05","M","0.02"
"Acephate","Kale Greens","708","0"," "," "," ","0.05","M","0.02"
"Acephate","Lettuce","378","15","4","0.003","0.026","0.003","M","10/0.02"
"Acephate","Mangoes","177","0"," "," "," ","0.005 - 0.015","M","0.02"
"Acephate","Milk","711","0"," "," "," ","0.005","M","0.1"
"Acephate","Olives, Canned","754","0"," "," "," ","0.005","M","0.02"
"Acephate","Onion","708","5","0.7","0.0074","0.053","0.005 - 0.05","M","0.02"
"Acephate","Pineapple, Canned","756","0"," "," "," ","0.05 - 0.15","M","0.02"
"Acephate","Plums, Dried (Prunes)","159","0"," "," "," ","0.003","M","0.02"
"Acephate","Snap Peas","710","0"," "," "," ","0.05","M","0.02"
"Acephate","Sweet Potatoes","701","0"," "," "," ","0.15","M","0.02"
"Acephate","Tomatoes, Canned","566","0"," "," "," ","0.005","M","0.02"
"Acetamiprid","Apple Sauce","570","440","77.2","0.002","0.058","0.0015","M","1.0"
"Acetamiprid","Asparagus","354","0"," "," "," ","0.001 - 0.0015","M","0.80"
"Acetamiprid","Cabbage","354","4","1.1","0.013","0.018","0.01","M","1.20"
"Acetamiprid","Cranberries","311","0"," "," "," ","0.002","M","1.6"
"Acetamiprid","Cranberries, Frozen","428","0"," "," "," ","0.002","M","1.6"
"Acetamiprid","Cucumbers","378","10","2.6","0.01","0.035","0.01","M","0.50"
"Acetamiprid","Garbanzo Beans, Canned","189","0"," "," "," ","0.001","M","0.40"
"Acetamiprid","Grapefruit","526","11","2.1","0.0013","0.0092","0.0012 - 0.002","M","1.0"
"Acetamiprid","Honey","315","0"," "," "," ","0.005","M","0.01"
"Acetamiprid","Kale Greens","708","39","5.5","0.0166","3.5987","0.01","M","15"
"Acetamiprid","Lettuce","378","8","2.1","0.002","0.019","0.0015","M","3.00"
"Acetamiprid","Mangoes","177","0"," "," "," ","0.0012 - 0.002","M","0.01"
"Acetamiprid","Milk","711","0"," "," "," ","0.0012","M","0.30"
"Acetamiprid","Olives, Canned","754","0"," "," "," ","0.0012","M","0.01"
"Acetamiprid","Onion","708","0"," "," "," ","0.001 - 0.01","M","0.02"
"Acetamiprid","Pineapple, Canned","756","0"," "," "," ","0.005 - 0.01","M","0.01"
"Acetamiprid","Plums, Dried (Prunes)","191","0"," "," "," ","0.0015","M","0.40"
"Acetamiprid","Snap Peas","710","9","1.3","0.0166","0.1544","0.01","M","0.60"
"Acetamiprid","Sweet Potatoes","701","0"," "," "," ","0.005","M","0.01"
"Acetamiprid","Tomatoes, Canned","566","1","0.2","0.0017","0.0017","0.001","M","0.20"
"Acetamiprid","Water, Bottled","756","0"," "," "," ","6.8","T",""
"Acetochlor","Apple Sauce","570","0"," "," "," ","0.005","M","NT"
"Acetochlor","Asparagus","354","0"," "," "," ","0.005","M","NT"
"Acetochlor","Cranberries","311","0"," "," "," ","0.03","M","NT"
"Acetochlor","Cranberries, Frozen","428","0"," "," "," ","0.03","M","NT"
"Acetochlor","Garbanzo Beans, Canned","189","0"," "," "," ","0.001","M","NT"
"Acetochlor","Grapefruit","526","0"," "," "," ","0.005","M","NT"
"Acetochlor","Honey","315","0"," "," "," ","0.2","M","NT"
"Acetochlor","Lettuce","378","0"," "," "," ","0.005","M","NT"
"Acetochlor","Mangoes","177","0"," "," "," ","0.0012 - 0.03","M","NT"
"Acetochlor","Milk","711","0"," "," "," ","0.005","M","0.02"
"Acetochlor","Olives, Canned","754","0"," "," "," ","0.0012 - 0.005","M","NT"
"Acetochlor","Onion","360","0"," "," "," ","0.003","M","NT"
"Acetochlor","Pineapple, Canned","359","0"," "," "," ","0.05","M","NT"
"Acetochlor","Plums, Dried (Prunes)","191","0"," "," "," ","0.005","M","NT"
"Acetochlor","Sweet Potatoes","701","0"," "," "," ","0.05","M","NT"
"Acetochlor","Tomatoes, Canned","566","0"," "," "," ","0.001","M","NT"
"Acetochlor","Water, Bottled","756","0"," "," "," ","6.8","T",""
"Acetochlor ethanesulfonic acid (ESA)","Water, Bottled","756","1","0.1","10.49","10.49","6.3","T",""
"Acibenzolar S methyl","Apple Sauce","570","0"," "," "," ","0.02","M","0.05"
"Acibenzolar S methyl","Asparagus","354","0"," "," "," ","0.02","M","NT"
"Acibenzolar S methyl","Cabbage","354","0"," "," "," ","0.01","M","1.0"
"Acibenzolar S methyl","Cranberries","311","0"," "," "," ","0.03","M","0.15"
"Acibenzolar S methyl","Cranberries, Frozen","428","0"," "," "," ","0.03","M","0.15"
"Acibenzolar S methyl","Garbanzo Beans, Canned","189","0"," "," "," ","0.012","M","NT"
"Acibenzolar S methyl","Grapefruit","255","0"," "," "," ","0.005","M","0.02"
"Acibenzolar S methyl","Kale Greens","708","0"," "," "," ","0.025","M","1.0"
"Acibenzolar S methyl","Lettuce","378","0"," "," "," ","0.02","M","0.25"
"Acibenzolar S methyl","Mangoes","87","0"," "," "," ","0.03","M","NT"
"Acibenzolar S methyl","Onion","693","0"," "," "," ","0.0038 - 0.012","M","0.1"
"Acibenzolar S methyl","Pineapple, Canned","756","0"," "," "," ","0.01 - 0.04","M","NT"
"Acibenzolar S methyl","Plums, Dried (Prunes)","191","0"," "," "," ","0.02","M","NT"
"Acibenzolar S methyl","Sweet Potatoes","701","0"," "," "," ","0.04","M","NT"
"Acibenzolar S methyl","Tomatoes, Canned","545","0"," "," "," ","0.0038 - 0.012","M","1.0"
"Acibenzolar S methyl","Water, Bottled","735","0"," "," "," ","93.8","T",""
"Acifluorfen","Grapefruit","271","0"," "," "," ","0.05","M","NT"
"Acifluorfen","Milk","622","0"," "," "," ","0.05","M","NT"
"Acifluorfen","Olives, Canned","630","0"," "," "," ","0.05","M","NT"
"Aclonifen","Mangoes","30","0"," "," "," ","0.0012","M","NT"
"Aclonifen","Olives, Canned","61","0"," "," "," ","0.0012","M","NT"
"Acrinathrin","Honey","315","0"," "," "," ","0.2","M","NT"
"Alachlor","Cranberries","311","0"," "," "," ","0.02","M","NT"
"Alachlor","Cranberries, Frozen","428","0"," "," "," ","0.02","M","NT"
"Alachlor","Garbanzo Beans, Canned","189","0"," "," "," ","0.0015","M","NT"
"Alachlor","Grapefruit","526","0"," "," "," ","0.01 - 0.02","M","NT"
"Alachlor","Honey","315","3","1","0.46","1.07","0.4","M","NT"
"Alachlor","Mangoes","177","0"," "," "," ","0.0025 - 0.02","M","NT"
"Alachlor","Milk","711","0"," "," "," ","0.01","M","0.02"
"Alachlor","Olives, Canned","754","0"," "," "," ","0.0025 - 0.01","M","NT"
"Alachlor","Onion","360","0"," "," "," ","0.0015","M","NT"
"Alachlor","Tomatoes, Canned","566","0"," "," "," ","0.0015","M","NT"
"Alachlor","Water, Bottled","756","0"," "," "," ","11.2","T",""
"Alachlor ethanesulfonic acid (ESA)","Water, Bottled","756","49","6.5","11.322","128","6.8","T",""
"Aldicarb","Asparagus","205","0"," "," "," ","0.03","M","NT"
"Aldicarb","Cabbage","354","0"," "," "," ","0.01","M","NT"
"Aldicarb","Cranberries","311","0"," "," "," ","0.002","M","NT"
"Aldicarb","Cranberries, Frozen","428","0"," "," "," ","0.002","M","NT"
"Aldicarb","Cucumbers","378","0"," "," "," ","0.01","M","NT"
"Aldicarb","Garbanzo Beans, Canned","189","0"," "," "," ","0.001","M","NT"
"Aldicarb","Grapefruit","497","0"," "," "," ","0.001 - 0.005","M","0.3"
"Aldicarb","Honey","315","0"," "," "," ","0.015","M","NT"
"Aldicarb","Mangoes","177","0"," "," "," ","0.002 - 0.005","M","NT"
"Aldicarb","Milk","711","0"," "," "," ","0.005","M","NT"
"Aldicarb","Olives, Canned","754","0"," "," "," ","0.005","M","NT"
"Aldicarb","Onion","708","0"," "," "," ","0.001 - 0.01","M","NT"
"Aldicarb","Pineapple, Canned","756","0"," "," "," ","0.01 - 0.02","M","NT"
"Aldicarb","Plums, Dried (Prunes)","127","0"," "," "," ","0.03","M","NT"
"Aldicarb","Sweet Potatoes","701","0"," "," "," ","0.02","M","0.1"
"Aldicarb","Tomatoes, Canned","566","0"," "," "," ","0.001","M","NT"
"Aldicarb sulfone","Apple Sauce","570","0"," "," "," ","0.005","M","NT"
"Aldicarb sulfone","Asparagus","354","0"," "," "," ","0.005","M","NT"
"Aldicarb sulfone","Cabbage","354","0"," "," "," ","0.01","M","NT"
"Aldicarb sulfone","Cranberries","311","0"," "," "," ","0.01","M","NT"
"Aldicarb sulfone","Cranberries, Frozen","428","0"," "," "," ","0.01","M","NT"
"Aldicarb sulfone","Cucumbers","378","0"," "," "," ","0.01","M","NT"
"Aldicarb sulfone","Garbanzo Beans, Canned","189","0"," "," "," ","0.01","M","NT"
"Aldicarb sulfone","Grapefruit","526","0"," "," "," ","0.0025 - 0.02","M","0.3"
"Aldicarb sulfone","Honey","315","0"," "," "," ","0.003","M","NT"
"Aldicarb sulfone","Lettuce","378","0"," "," "," ","0.005","M","NT"
"Aldicarb sulfone","Mangoes","177","0"," "," "," ","0.0025 - 0.01","M","NT"
"Aldicarb sulfone","Milk","711","0"," "," "," ","0.0025","M","NT"
"Aldicarb sulfone","Olives, Canned","754","0"," "," "," ","0.0025","M","NT"
"Aldicarb sulfone","Onion","708","0"," "," "," ","0.003 - 0.01","M","NT"
"Aldicarb sulfone","Pineapple, Canned","756","0"," "," "," ","0.01 - 0.025","M","NT"
"Aldicarb sulfone","Plums, Dried (Prunes)","191","0"," "," "," ","0.005","M","NT"
"Aldicarb sulfone","Sweet Potatoes","701","0"," "," "," ","0.025","M","0.1"
"Aldicarb sulfone","Tomatoes, Canned","566","0"," "," "," ","0.003","M","NT"
"Aldicarb sulfoxide","Apple Sauce","570","0"," "," "," ","0.005","M","NT"
"Aldicarb sulfoxide","Asparagus","32","0"," "," "," ","0.005","M","NT"
"Aldicarb sulfoxide","Cabbage","354","0"," "," "," ","0.01","M","NT"
"Aldicarb sulfoxide","Cucumbers","378","0"," "," "," ","0.01","M","NT"
"Aldicarb sulfoxide","Garbanzo Beans, Canned","189","0"," "," "," ","0.006","M","NT"
"Aldicarb sulfoxide","Grapefruit","271","0"," "," "," ","0.0025","M","0.3"
"Aldicarb sulfoxide","Honey","315","0"," "," "," ","0.008","M","NT"
"Aldicarb sulfoxide","Lettuce","378","0"," "," "," ","0.005","M","NT"
"Aldicarb sulfoxide","Mangoes","90","0"," "," "," ","0.0025","M","NT"
"Aldicarb sulfoxide","Milk","711","0"," "," "," ","0.0025","M","NT"
"Aldicarb sulfoxide","Olives, Canned","754","0"," "," "," ","0.0025","M","NT"
"Aldicarb sulfoxide","Onion","708","0"," "," "," ","0.0018 - 0.01","M","NT"
"Aldicarb sulfoxide","Pineapple, Canned","756","0"," "," "," ","0.01 - 0.055","M","NT"
"Aldicarb sulfoxide","Sweet Potatoes","701","0"," "," "," ","0.055","M","0.1"
"Aldicarb sulfoxide","Tomatoes, Canned","566","0"," "," "," ","0.006","M","NT"
"Aldrin","Apple Sauce","570","0"," "," "," ","0.003","M","0.03 AL"
"Aldrin","Asparagus","354","0"," "," "," ","0.003","M","0.03 AL"
"Aldrin","Cabbage","354","0"," "," "," ","0.005","M","0.03 AL"
"Aldrin","Cranberries","311","0"," "," "," ","0.005","M","0.05 AL"
"Aldrin","Cranberries, Frozen","428","0"," "," "," ","0.005","M","0.05 AL"
"Aldrin","Cucumbers","378","0"," "," "," ","0.005","M","0.1 AL"
"Aldrin","Garbanzo Beans, Canned","189","0"," "," "," ","0.001","M","0.05 AL"
"Aldrin","Grapefruit","526","0"," "," "," ","0.01","M","0.02 AL"
"Aldrin","Kale Greens","708","0"," "," "," ","0.002","M","0.05 AL"
"Aldrin","Lettuce","378","0"," "," "," ","0.003","M","0.03 AL"
"Aldrin","Mangoes","177","0"," "," "," ","0.0012 - 0.01","M","0.03 AL"
"Aldrin","Milk","711","0"," "," "," ","0.01","M","0.3 AL"
"Aldrin","Olives, Canned","754","0"," "," "," ","0.0012 - 0.01","M","0.05 AL"
"Aldrin","Onion","708","0"," "," "," ","0.001 - 0.005","M","0.1 AL"
"Aldrin","Pineapple, Canned","726","0"," "," "," ","0.005 - 0.04","M","0.03 AL"
"Aldrin","Plums, Dried (Prunes)","191","0"," "," "," ","0.003","M","0.03 AL"
"Aldrin","Snap Peas","710","0"," "," "," ","0.002","M","0.03 AL"
"Aldrin","Sweet Potatoes","701","0"," "," "," ","0.045","M","0.1 AL"
"Aldrin","Tomatoes, Canned","566","0"," "," "," ","0.001","M","0.05 AL"
"Allethrin","Cabbage","354","0"," "," "," ","0.02","M","NT"
"Allethrin","Cucumbers","378","0"," "," "," ","0.04","M","NT"
"Allethrin","Grapefruit","526","0"," "," "," ","0.01 - 0.05","M","NT"
"Allethrin","Mangoes","60","0"," "," "," ","0.01","M","NT"
"Allethrin","Milk","711","0"," "," "," ","0.01","M","NT"
"Allethrin","Olives, Canned","693","0"," "," "," ","0.01","M","NT"
"Allethrin","Onion","348","0"," "," "," ","0.04","M","NT"
"Allethrin","Pineapple, Canned","756","0"," "," "," ","0.04 - 0.08","M","NT"
"Allethrin","Sweet Potatoes","701","0"," "," "," ","0.08","M","NT"
"Ametoctradin","Cranberries","311","1","0.3","0.0033","0.0033","0.001","M","NT"
"Ametoctradin","Cranberries, Frozen","428","0"," "," "," ","0.001","M","NT"
"Ametoctradin","Garbanzo Beans, Canned","189","0"," "," "," ","0.001","M","NT"
"Ametoctradin","Grapefruit","526","0"," "," "," ","0.001 - 0.0012","M","NT"
"Ametoctradin","Honey","315","0"," "," "," ","0.003","M","NT"
"Ametoctradin","Kale Greens","708","45","6.4","0.0033","37.0366","0.002","M","50"
"Ametoctradin","Mangoes","177","0"," "," "," ","0.001 - 0.0012","M","NT"
"Ametoctradin","Milk","711","0"," "," "," ","0.0012","M","NT"
"Ametoctradin","Olives, Canned","754","0"," "," "," ","0.0012","M","NT"
"Ametoctradin","Onion","360","0"," "," "," ","0.001","M","1.5"
"Ametoctradin","Tomatoes, Canned","566","0"," "," "," ","0.001","M","1.5"
"Ametoctradin","Water, Bottled","756","0"," "," "," ","6.8","T",""
"Ametryn","Cabbage","354","0"," "," "," ","0.01","M","NT"
"Ametryn","Cranberries","311","0"," "," "," ","0.005","M","NT"
"Ametryn","Cranberries, Frozen","428","0"," "," "," ","0.005","M","NT"
"Ametryn","Cucumbers","378","0"," "," "," ","0.01","M","NT"
"Ametryn","Grapefruit","526","0"," "," "," ","0.0012 - 0.005","M","NT"
"Ametryn","Mangoes","177","0"," "," "," ","0.0012 - 0.005","M","NT"
"Ametryn","Milk","711","0"," "," "," ","0.0012","M","NT"
"Ametryn","Olives, Canned","754","0"," "," "," ","0.0012","M","NT"
"Ametryn","Onion","348","0"," "," "," ","0.01","M","NT"
"Ametryn","Pineapple, Canned","756","0"," "," "," ","0.001 - 0.01","M","0.05"
"Amicarbazone","Grapefruit","271","0"," "," "," ","0.005","M","NT"
"Amicarbazone","Mangoes","90","0"," "," "," ","0.005","M","NT"
"Amicarbazone","Milk","711","0"," "," "," ","0.005","M","0.01"
"Amicarbazone","Olives, Canned","754","0"," "," "," ","0.005","M","NT"
"Anilofos","Mangoes","30","0"," "," "," ","0.0012","M","NT"
"Anilofos","Olives, Canned","61","0"," "," "," ","0.0012","M","NT"
"Aspon","Cabbage","354","0"," "," "," ","0.005","M","NT"
"Asulam","Grapefruit","271","0"," "," "," ","0.0012","M","NT"
"Asulam","Mangoes","90","0"," "," "," ","0.0012","M","NT"
"Asulam","Milk","711","0"," "," "," ","0.0012","M","0.05"
"Asulam","Olives, Canned","754","0"," "," "," ","0.0012","M","NT"
"Atraton","Mangoes","30","0"," "," "," ","0.0012","M","NT"
"Atraton","Olives, Canned","61","0"," "," "," ","0.0012","M","NT"
"Atrazine","Apple Sauce","570","0"," "," "," ","0.002","M","NT"
"Atrazine","Asparagus","354","1","0.3","0.53","0.53","0.002","M","NT"
"Atrazine","Cabbage","354","0"," "," "," ","0.005","M","NT"
"Atrazine","Cranberries","311","0"," "," "," ","0.01","M","NT"
"Atrazine","Cranberries, Frozen","428","0"," "," "," ","0.01","M","NT"
"Atrazine","Cucumbers","378","0"," "," "," ","0.005","M","NT"
"Atrazine","Garbanzo Beans, Canned","189","0"," "," "," ","0.001","M","NT"
"Atrazine","Grapefruit","526","0"," "," "," ","0.0012 - 0.005","M","NT"
"Atrazine","Honey","315","0"," "," "," ","0.008","M","NT"
"Atrazine","Lettuce","378","3","0.8","0.002","0.02","0.002","M","0.25"
"Atrazine","Mangoes","177","0"," "," "," ","0.0012 - 0.01","M","NT"
"Atrazine","Milk","711","0"," "," "," ","0.0012","M","0.02"
"Atrazine","Olives, Canned","754","0"," "," "," ","0.0012","M","NT"
"Atrazine","Onion","708","0"," "," "," ","0.001 - 0.005","M","NT"
"Atrazine","Pineapple, Canned","756","0"," "," "," ","0.001 - 0.005","M","NT"
"Atrazine","Plums, Dried (Prunes)","191","0"," "," "," ","0.002","M","NT"
"Atrazine","Sweet Potatoes","701","0"," "," "," ","0.001","M","NT"
"Atrazine","Tomatoes, Canned","566","0"," "," "," ","0.001","M","NT"
"Atrazine","Water, Bottled","756","5","0.7","11.322","36","6.8","T",""
"Avermectin","Honey","315","0"," "," "," ","0.1","M","NT"
"Azinphos ethyl","Grapefruit","271","0"," "," "," ","0.005","M","NT"
"Azinphos ethyl","Mangoes","90","0"," "," "," ","0.005","M","NT"
"Azinphos ethyl","Milk","711","0"," "," "," ","0.005","M","NT"
"Azinphos ethyl","Olives, Canned","754","0"," "," "," ","0.005","M","NT"
"Azinphos methyl","Apple Sauce","570","0"," "," "," ","0.01","M","NT"
"Azinphos methyl","Asparagus","354","0"," "," "," ","0.01","M","NT"
"Azinphos methyl","Cabbage","354","0"," "," "," ","0.02","M","NT"
"Azinphos methyl","Cranberries","311","0"," "," "," ","0.01","M","NT"
"Azinphos methyl","Cranberries, Frozen","428","0"," "," "," ","0.01","M","NT"
"Azinphos methyl","Cucumbers","378","0"," "," "," ","0.02","M","NT"
"Azinphos methyl","Garbanzo Beans, Canned","189","0"," "," "," ","0.006","M","NT"
"Azinphos methyl","Grapefruit","526","0"," "," "," ","0.005 - 0.02","M","NT"
"Azinphos methyl","Honey","315","0"," "," "," ","0.5","M","NT"
"Azinphos methyl","Kale Greens","708","0"," "," "," ","0.02","M","NT"
"Azinphos methyl","Lettuce","378","0"," "," "," ","0.01","M","NT"
"Azinphos methyl","Mangoes","177","0"," "," "," ","0.005 - 0.01","M","NT"
"Azinphos methyl","Milk","711","0"," "," "," ","0.005","M","NT"
"Azinphos methyl","Olives, Canned","754","0"," "," "," ","0.005","M","NT"
"Azinphos methyl","Onion","708","0"," "," "," ","0.006 - 0.02","M","NT"
"Azinphos methyl","Pineapple, Canned","756","0"," "," "," ","0.005 - 0.02","M","NT"
"Azinphos methyl","Plums, Dried (Prunes)","191","0"," "," "," ","0.01","M","NT"
"Azinphos methyl","Snap Peas","710","0"," "," "," ","0.02","M","NT"
"Azinphos methyl","Sweet Potatoes","701","0"," "," "," ","0.005","M","NT"
"Azinphos methyl","Tomatoes, Canned","566","0"," "," "," ","0.006","M","NT"
"Azinphos methyl","Water, Bottled","756","0"," "," "," ","45","T",""
"Azinphos methyl oxygen analog","Apple Sauce","570","0"," "," "," ","0.01","M","NT"
"Azinphos methyl oxygen analog","Asparagus","354","0"," "," "," ","0.01","M","NT"
"Azinphos methyl oxygen analog","Cranberries","311","0"," "," "," ","0.015","M","NT"
"Azinphos methyl oxygen analog","Cranberries, Frozen","428","0"," "," "," ","0.015","M","NT"
"Azinphos methyl oxygen analog","Grapefruit","526","0"," "," "," ","0.0025 - 0.015","M","NT"
"Azinphos methyl oxygen analog","Kale Greens","708","0"," "," "," ","0.02","M","NT"
"Azinphos methyl oxygen analog","Lettuce","378","0"," "," "," ","0.01","M","NT"
"Azinphos methyl oxygen analog","Mangoes","177","0"," "," "," ","0.0025 - 0.015","M","NT"
"Azinphos methyl oxygen analog","Milk","711","0"," "," "," ","0.0025","M","NT"
"Azinphos methyl oxygen analog","Olives, Canned","754","0"," "," "," ","0.0025","M","NT"
"Azinphos methyl oxygen analog","Pineapple, Canned","359","0"," "," "," ","0.005","M","NT"
"Azinphos methyl oxygen analog","Plums, Dried (Prunes)","191","0"," "," "," ","0.01","M","NT"
"Azinphos methyl oxygen analog","Snap Peas","710","0"," "," "," ","0.02","M","NT"
"Azinphos methyl oxygen analog","Sweet Potatoes","701","0"," "," "," ","0.005","M","NT"
"Azoxystrobin","Apple Sauce","570","0"," "," "," ","0.0015","M","NT"
"Azoxystrobin","Asparagus","354","0"," "," "," ","0.001 - 0.0015","M","0.04"
"Azoxystrobin","Cabbage","328","13","4","0.0031","0.21","0.002","M","3.0"
"Azoxystrobin","Cranberries","311","30","9.6","0.001","0.0047","0.001","M","5.0"
"Azoxystrobin","Cranberries, Frozen","428","6","1.4","0.0013","0.0039","0.001","M","5.0"
"Azoxystrobin","Cucumbers","378","66","17.5","0.002","0.038","0.002","M","0.3"
"Azoxystrobin","Garbanzo Beans, Canned","189","0"," "," "," ","0.001","M","0.50"
"Azoxystrobin","Grapefruit","526","21","4","0.0014","0.057","0.0012 - 0.01","M","15.0"
"Azoxystrobin","Honey","315","0"," "," "," ","0.003","M","NT"
"Azoxystrobin","Kale Greens","708","243","34.3","0.0033","11.4826","0.002","M","25"
"Azoxystrobin","Lettuce","378","8","2.1","0.002","0.66","0.0015","M","30.0"
"Azoxystrobin","Mangoes","177","38","21.5","0.001","0.51","0.001 - 0.0012","M","2.0"
"Azoxystrobin","Milk","711","0"," "," "," ","0.0012","M","0.006"
"Azoxystrobin","Olives, Canned","754","0"," "," "," ","0.0012","M","NT"
"Azoxystrobin","Onion","708","0"," "," "," ","0.001 - 0.002","M","1.0"
"Azoxystrobin","Pineapple, Canned","756","0"," "," "," ","0.002 - 0.01","M","NT"
"Azoxystrobin","Plums, Dried (Prunes)","191","25","13.1","0.0021","0.025","0.0015","M","2.0"
