Pesticide Name,Commodity,Number of Samples Analyzed,Number of Samples with Detects,Pct of Samples with Detects,Min Detect,Max Detect,LOD Range,pp_,EPA Tolerance (ppm)
"Flusilazole","Lettuce","378","0"," "," "," ","0.01","M","NT"
"Flusilazole","Mangoes","90","0"," "," "," ","0.0012","M","NT"
"Flusilazole","Milk","711","0"," "," "," ","0.0012","M","NT"
"Flusilazole","Olives, Canned","754","0"," "," "," ","0.0012","M","NT"
"Flusilazole","Onion","348","0"," "," "," ","0.01","M","NT"
"Flusilazole","Pineapple, Canned","756","0"," "," "," ","0.01","M","NT"
"Flusilazole","Plums, Dried (Prunes)","191","0"," "," "," ","0.01","M","NT"
"Flusilazole","Sweet Potatoes","701","0"," "," "," ","0.01","M","NT"
"Fluthiacet methyl","Cranberries","311","0"," "," "," ","0.005","M","NT"
"Fluthiacet methyl","Cranberries, Frozen","428","0"," "," "," ","0.005","M","NT"
"Fluthiacet methyl","Grapefruit","526","0"," "," "," ","0.0025 - 0.005","M","NT"
"Fluthiacet methyl","Mangoes","177","0"," "," "," ","0.0025 - 0.005","M","NT"
"Fluthiacet methyl","Milk","711","0"," "," "," ","0.0025","M","NT"
"Fluthiacet methyl","Olives, Canned","754","0"," "," "," ","0.0025","M","NT"
"Flutolanil","Apple Sauce","570","0"," "," "," ","0.0015","M","NT"
"Flutolanil","Asparagus","354","0"," "," "," ","0.001 - 0.0015","M","NT"
"Flutolanil","Grapefruit","271","0"," "," "," ","0.0012","M","NT"
"Flutolanil","Kale Greens","708","0"," "," "," ","0.004","M","0.1"
"Flutolanil","Lettuce","378","0"," "," "," ","0.0015","M","NT"
"Flutolanil","Mangoes","90","0"," "," "," ","0.0012","M","NT"
"Flutolanil","Milk","711","0"," "," "," ","0.0012","M","0.05"
"Flutolanil","Olives, Canned","754","0"," "," "," ","0.0012","M","NT"
"Flutolanil","Plums, Dried (Prunes)","191","0"," "," "," ","0.0015","M","NT"
"Flutriafol","Apple Sauce","570","0"," "," "," ","0.01","M","0.40"
"Flutriafol","Asparagus","354","0"," "," "," ","0.01","M","NT"
"Flutriafol","Cranberries","311","0"," "," "," ","0.002","M","NT"
"Flutriafol","Cranberries, Frozen","428","0"," "," "," ","0.002","M","NT"
"Flutriafol","Garbanzo Beans, Canned","189","0"," "," "," ","0.001","M","NT"
"Flutriafol","Grapefruit","526","0"," "," "," ","0.0012 - 0.025","M","NT"
"Flutriafol","Honey","315","0"," "," "," ","0.02","M","NT"
"Flutriafol","Kale Greens","708","2","0.3","0.5176","0.9297","0.006","M","7.0"
"Flutriafol","Lettuce","378","0"," "," "," ","0.01","M","1.5/10"
"Flutriafol","Mangoes","177","8","4.5","0.0015","0.011","0.0012 - 0.002","M","NT"
"Flutriafol","Milk","711","0"," "," "," ","0.0012","M","0.02"
"Flutriafol","Olives, Canned","754","0"," "," "," ","0.0012","M","NT"
"Flutriafol","Plums, Dried (Prunes)","191","0"," "," "," ","0.01","M","1.5"
"Fluvalinate","Apple Sauce","570","0"," "," "," ","0.05","M","NT"
"Fluvalinate","Asparagus","354","0"," "," "," ","0.05","M","NT"
"Fluvalinate","Cabbage","354","0"," "," "," ","0.005","M","NT"
"Fluvalinate","Cranberries","311","0"," "," "," ","0.05","M","NT"
"Fluvalinate","Cranberries, Frozen","428","0"," "," "," ","0.05","M","NT"
"Fluvalinate","Cucumbers","378","0"," "," "," ","0.005","M","NT"
"Fluvalinate","Grapefruit","467","0"," "," "," ","0.005 - 0.01","M","NT"
"Fluvalinate","Honey","315","0"," "," "," ","0.05","M","0.02"
"Fluvalinate","Kale Greens","708","0"," "," "," ","0.002","M","NT"
"Fluvalinate","Lettuce","378","0"," "," "," ","0.05","M","NT"
"Fluvalinate","Mangoes","147","0"," "," "," ","0.01 - 0.05","M","NT"
"Fluvalinate","Milk","679","0"," "," "," ","0.01","M","NT"
"Fluvalinate","Olives, Canned","754","0"," "," "," ","0.0012 - 0.01","M","NT"
"Fluvalinate","Onion","348","0"," "," "," ","0.005","M","NT"
"Fluvalinate","Pineapple, Canned","756","0"," "," "," ","0.005 - 0.035","M","NT"
"Fluvalinate","Plums, Dried (Prunes)","191","0"," "," "," ","0.05","M","NT"
"Fluvalinate","Snap Peas","710","0"," "," "," ","0.002","M","NT"
"Fluvalinate","Sweet Potatoes","701","0"," "," "," ","0.035","M","NT"
"Fluxapyroxad","Cranberries","311","0"," "," "," ","0.005","M","7.0"
"Fluxapyroxad","Cranberries, Frozen","428","0"," "," "," ","0.005","M","7.0"
"Fluxapyroxad","Garbanzo Beans, Canned","189","0"," "," "," ","0.001","M","0.5"
"Fluxapyroxad","Grapefruit","526","0"," "," "," ","0.0012 - 0.005","M","1.0"
"Fluxapyroxad","Honey","315","0"," "," "," ","0.004","M","NT"
"Fluxapyroxad","Kale Greens","708","30","4.2","0.005","1.8996","0.003","M","4.0"
"Fluxapyroxad","Mangoes","177","0"," "," "," ","0.0012 - 0.005","M","0.7"
"Fluxapyroxad","Milk","711","0"," "," "," ","0.0012","M","0.01"
"Fluxapyroxad","Olives, Canned","754","0"," "," "," ","0.0012","M","NT"
"Fluxapyroxad","Onion","360","0"," "," "," ","0.001","M","1.5"
"Fluxapyroxad","Pineapple, Canned","359","0"," "," "," ","0.01","M","NT"
"Fluxapyroxad","Snap Peas","710","0"," "," "," ","0.003","M","2.0"
"Fluxapyroxad","Sweet Potatoes","701","0"," "," "," ","0.01","M","0.02"
"Fluxapyroxad","Tomatoes, Canned","566","67","11.8","0.0017","0.03","0.001","M","0.7"
"Fluxapyroxad","Water, Bottled","756","0"," "," "," ","6.8","T",""
"Folpet","Apple Sauce","536","0"," "," "," ","0.03 - 0.06","M","5.0"
"Folpet","Asparagus","235","0"," "," "," ","0.03","M","NT"
"Folpet","Cranberries","311","0"," "," "," ","0.005","M","15.0"
"Folpet","Cranberries, Frozen","428","0"," "," "," ","0.005","M","15.0"
"Folpet","Cucumbers","292","0"," "," "," ","0.015","M","2.0"
"Folpet","Mangoes","87","0"," "," "," ","0.005","M","NT"
"Folpet","Onion","348","0"," "," "," ","0.015","M","2.0"
"Folpet","Pineapple, Canned","397","0"," "," "," ","0.015","M","NT"
"Fomesafen","Grapefruit","271","0"," "," "," ","0.005","M","NT"
"Fomesafen","Milk","622","0"," "," "," ","0.005","M","NT"
"Fomesafen","Olives, Canned","630","0"," "," "," ","0.005","M","NT"
"Fomesafen","Snap Peas","710","0"," "," "," ","0.03","M","0.025"
"Fonofos","Cabbage","354","0"," "," "," ","0.005","M","NT"
"Fonofos","Cucumbers","378","0"," "," "," ","0.005","M","NT"
"Fonofos","Garbanzo Beans, Canned","189","0"," "," "," ","0.001","M","NT"
"Fonofos","Grapefruit","271","0"," "," "," ","0.0025","M","NT"
"Fonofos","Mangoes","90","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Fonofos","Milk","711","0"," "," "," ","0.0025","M","NT"
"Fonofos","Olives, Canned","754","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Fonofos","Onion","708","0"," "," "," ","0.001 - 0.005","M","NT"
"Fonofos","Pineapple, Canned","756","0"," "," "," ","0.005 - 0.03","M","NT"
"Fonofos","Sweet Potatoes","701","0"," "," "," ","0.03","M","NT"
"Fonofos","Tomatoes, Canned","566","0"," "," "," ","0.001","M","NT"
"Fonofos","Water, Bottled","756","0"," "," "," ","6.8","T",""
"Forchlorfenuron","Cabbage","354","0"," "," "," ","0.002","M","NT"
"Forchlorfenuron","Cranberries","311","0"," "," "," ","0.001","M","0.01"
"Forchlorfenuron","Cranberries, Frozen","428","0"," "," "," ","0.001","M","0.01"
"Forchlorfenuron","Cucumbers","378","0"," "," "," ","0.002","M","NT"
"Forchlorfenuron","Grapefruit","271","0"," "," "," ","0.0012","M","NT"
"Forchlorfenuron","Mangoes","177","0"," "," "," ","0.001 - 0.0012","M","NT"
"Forchlorfenuron","Milk","711","0"," "," "," ","0.0012","M","NT"
"Forchlorfenuron","Olives, Canned","754","0"," "," "," ","0.0012","M","NT"
"Forchlorfenuron","Onion","348","0"," "," "," ","0.002","M","NT"
"Forchlorfenuron","Pineapple, Canned","397","0"," "," "," ","0.002","M","NT"
"Formetanate hydrochloride","Cabbage","354","0"," "," "," ","0.01","M","NT"
"Formetanate hydrochloride","Cucumbers","378","0"," "," "," ","0.01","M","NT"
"Formetanate hydrochloride","Grapefruit","271","0"," "," "," ","0.0012","M","1.5"
"Formetanate hydrochloride","Mangoes","90","0"," "," "," ","0.0012","M","NT"
"Formetanate hydrochloride","Milk","711","0"," "," "," ","0.0012","M","NT"
"Formetanate hydrochloride","Olives, Canned","754","0"," "," "," ","0.0012","M","NT"
"Formetanate hydrochloride","Onion","348","0"," "," "," ","0.01","M","NT"
"Formetanate hydrochloride","Pineapple, Canned","756","0"," "," "," ","0.01","M","NT"
"Formetanate hydrochloride","Sweet Potatoes","701","0"," "," "," ","0.01","M","NT"
"Fosthiazate","Grapefruit","271","0"," "," "," ","0.0012","M","NT"
"Fosthiazate","Mangoes","90","0"," "," "," ","0.0012","M","NT"
"Fosthiazate","Milk","711","0"," "," "," ","0.0012","M","NT"
"Fosthiazate","Olives, Canned","754","0"," "," "," ","0.0012","M","NT"
"Furalaxyl","Grapefruit","271","0"," "," "," ","0.01","M","NT"
"Furalaxyl","Mangoes","90","0"," "," "," ","0.005 - 0.01","M","NT"
"Furalaxyl","Milk","711","0"," "," "," ","0.01","M","NT"
"Furalaxyl","Olives, Canned","754","0"," "," "," ","0.005 - 0.01","M","NT"
"Furathiocarb","Cabbage","354","0"," "," "," ","0.01","M","NT"
"Furathiocarb","Cucumbers","378","0"," "," "," ","0.01","M","NT"
"Furathiocarb","Onion","348","0"," "," "," ","0.01","M","NT"
"Furathiocarb","Pineapple, Canned","397","0"," "," "," ","0.01","M","NT"
"Halosulfuron","Cranberries","311","0"," "," "," ","0.01","M","0.05"
"Halosulfuron","Cranberries, Frozen","428","0"," "," "," ","0.01","M","0.05"
"Halosulfuron","Grapefruit","255","0"," "," "," ","0.005","M","NT"
"Halosulfuron","Mangoes","87","0"," "," "," ","0.01","M","NT"
"Halosulfuron","Pineapple, Canned","359","0"," "," "," ","0.05","M","NT"
"Halosulfuron","Sweet Potatoes","701","0"," "," "," ","0.055","M","0.05"
"Halosulfuron methyl","Cabbage","354","0"," "," "," ","0.01","M","NT"
"Halosulfuron methyl","Cucumbers","378","0"," "," "," ","0.01","M","0.5"
"Halosulfuron methyl","Grapefruit","271","0"," "," "," ","0.02","M","NT"
"Halosulfuron methyl","Mangoes","90","0"," "," "," ","0.0012","M","NT"
"Halosulfuron methyl","Milk","711","0"," "," "," ","0.02","M","0.05"
"Halosulfuron methyl","Olives, Canned","691","0"," "," "," ","0.0012 - 0.02","M","NT"
"Halosulfuron methyl","Onion","348","0"," "," "," ","0.01","M","NT"
"Halosulfuron methyl","Pineapple, Canned","397","0"," "," "," ","0.01","M","NT"
"Haloxyfop","Grapefruit","271","0"," "," "," ","0.02","M","NT"
"Haloxyfop","Milk","622","0"," "," "," ","0.02","M","NT"
"Haloxyfop","Olives, Canned","630","0"," "," "," ","0.02","M","NT"
"Heptachlor","Apple Sauce","570","0"," "," "," ","0.002","M","0.01 AL"
"Heptachlor","Asparagus","354","0"," "," "," ","0.002","M","0.05 AL"
"Heptachlor","Cabbage","354","0"," "," "," ","0.005","M","0.05 AL"
"Heptachlor","Cranberries","311","0"," "," "," ","0.001","M","0.05 AL"
"Heptachlor","Cranberries, Frozen","428","0"," "," "," ","0.001","M","0.05 AL"
"Heptachlor","Cucumbers","378","0"," "," "," ","0.005","M","0.05 AL"
"Heptachlor","Garbanzo Beans, Canned","189","0"," "," "," ","0.001","M","0.05 AL"
"Heptachlor","Grapefruit","526","0"," "," "," ","0.005","M","0.05 AL"
"Heptachlor","Kale Greens","708","0"," "," "," ","0.001","M","0.05 AL"
"Heptachlor","Lettuce","378","0"," "," "," ","0.002","M","0.05 AL"
"Heptachlor","Mangoes","177","0"," "," "," ","0.001 - 0.005","M","NT"
"Heptachlor","Milk","711","0"," "," "," ","0.005","M","0.1 AL"
"Heptachlor","Olives, Canned","754","0"," "," "," ","0.0012 - 0.005","M","0.01 AL"
"Heptachlor","Onion","708","0"," "," "," ","0.001 - 0.005","M","0.01 AL"
"Heptachlor","Pineapple, Canned","726","0"," "," "," ","0.005 - 0.1","M","0.02 AL"
"Heptachlor","Plums, Dried (Prunes)","191","0"," "," "," ","0.002","M","0.05 AL"
"Heptachlor","Sweet Potatoes","701","0"," "," "," ","0.1","M","0.01 AL"
"Heptachlor","Tomatoes, Canned","566","0"," "," "," ","0.001","M","0.01 AL"
"Heptachlor","Water, Bottled","756","0"," "," "," ","6.8","T",""
"Heptachlor epoxide","Apple Sauce","570","0"," "," "," ","0.005","M","0.01 AL"
"Heptachlor epoxide","Asparagus","354","0"," "," "," ","0.005","M","0.05 AL"
"Heptachlor epoxide","Cabbage","354","0"," "," "," ","0.005","M","0.05 AL"
"Heptachlor epoxide","Cranberries","311","0"," "," "," ","0.001","M","0.05 AL"
"Heptachlor epoxide","Cranberries, Frozen","428","0"," "," "," ","0.001","M","0.05 AL"
"Heptachlor epoxide","Cucumbers","378","0"," "," "," ","0.005","M","0.05 AL"
"Heptachlor epoxide","Garbanzo Beans, Canned","189","0"," "," "," ","0.0022","M","0.05 AL"
"Heptachlor epoxide","Grapefruit","526","0"," "," "," ","0.01","M","0.05 AL"
"Heptachlor epoxide","Lettuce","378","0"," "," "," ","0.005","M","0.05 AL"
"Heptachlor epoxide","Mangoes","177","0"," "," "," ","0.001 - 0.01","M","NT"
"Heptachlor epoxide","Milk","711","0"," "," "," ","0.01","M","0.1 AL"
"Heptachlor epoxide","Olives, Canned","754","0"," "," "," ","0.0025 - 0.01","M","0.01 AL"
"Heptachlor epoxide","Onion","708","0"," "," "," ","0.0022 - 0.005","M","0.01 AL"
"Heptachlor epoxide","Pineapple, Canned","726","0"," "," "," ","0.005 - 0.04","M","0.02 AL"
"Heptachlor epoxide","Plums, Dried (Prunes)","191","0"," "," "," ","0.005","M","0.05 AL"
"Heptachlor epoxide","Sweet Potatoes","701","0"," "," "," ","0.04","M","0.01 AL"
"Heptachlor epoxide","Tomatoes, Canned","566","0"," "," "," ","0.0022","M","0.01 AL"
"Heptachlor epoxide","Water, Bottled","756","0"," "," "," ","16.9","T",""
"Heptachlor epoxide cis","Kale Greens","708","0"," "," "," ","0.003","M","0.05 AL"
"Heptenophos","Grapefruit","271","0"," "," "," ","0.01","M","NT"
"Heptenophos","Mangoes","90","0"," "," "," ","0.0012 - 0.01","M","NT"
"Heptenophos","Milk","711","0"," "," "," ","0.01","M","NT"
"Heptenophos","Olives, Canned","754","0"," "," "," ","0.0012 - 0.01","M","NT"
"Hexachlorobenzene (HCB)","Cabbage","354","0"," "," "," ","0.005","M","0.1"
"Hexachlorobenzene (HCB)","Cranberries","311","0"," "," "," ","0.005","M","NT"
"Hexachlorobenzene (HCB)","Cranberries, Frozen","428","0"," "," "," ","0.005","M","NT"
"Hexachlorobenzene (HCB)","Cucumbers","378","0"," "," "," ","0.005","M","NT"
"Hexachlorobenzene (HCB)","Grapefruit","526","0"," "," "," ","0.0025 - 0.05","M","NT"
"Hexachlorobenzene (HCB)","Kale Greens","708","0"," "," "," ","0.001","M","0.2"
"Hexachlorobenzene (HCB)","Mangoes","177","0"," "," "," ","0.0012 - 0.005","M","NT"
"Hexachlorobenzene (HCB)","Milk","711","0"," "," "," ","0.0025","M","NT"
"Hexachlorobenzene (HCB)","Olives, Canned","754","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Hexachlorobenzene (HCB)","Onion","348","0"," "," "," ","0.005","M","NT"
"Hexachlorobenzene (HCB)","Pineapple, Canned","397","0"," "," "," ","0.005","M","NT"
"Hexaconazole","Cabbage","354","0"," "," "," ","0.01","M","NT"
"Hexaconazole","Cucumbers","378","0"," "," "," ","0.01","M","NT"
"Hexaconazole","Grapefruit","271","0"," "," "," ","0.005","M","NT"
"Hexaconazole","Mangoes","90","0"," "," "," ","0.005","M","NT"
"Hexaconazole","Milk","711","0"," "," "," ","0.005","M","NT"
"Hexaconazole","Olives, Canned","754","0"," "," "," ","0.005","M","NT"
"Hexaconazole","Onion","348","0"," "," "," ","0.01","M","NT"
"Hexaconazole","Pineapple, Canned","397","0"," "," "," ","0.01","M","NT"
"Hexazinone","Grapefruit","271","0"," "," "," ","0.005","M","NT"
"Hexazinone","Honey","315","0"," "," "," ","0.002","M","NT"
"Hexazinone","Mangoes","90","0"," "," "," ","0.0012 - 0.005","M","NT"
"Hexazinone","Milk","711","0"," "," "," ","0.005","M","11"
"Hexazinone","Olives, Canned","754","0"," "," "," ","0.0012 - 0.005","M","NT"
"Hexazinone","Pineapple, Canned","359","0"," "," "," ","0.005","M","0.6"
"Hexazinone","Sweet Potatoes","701","0"," "," "," ","0.005","M","NT"
"Hexythiazox","Apple Sauce","570","0"," "," "," ","0.002","M","0.4"
"Hexythiazox","Asparagus","354","0"," "," "," ","0.002","M","NT"
"Hexythiazox","Cabbage","354","0"," "," "," ","0.01","M","NT"
"Hexythiazox","Cucumbers","378","0"," "," "," ","0.01","M","NT"
"Hexythiazox","Garbanzo Beans, Canned","189","0"," "," "," ","0.0018","M","0.3"
"Hexythiazox","Grapefruit","526","0"," "," "," ","0.0012 - 0.3","M","0.6"
"Hexythiazox","Honey","315","0"," "," "," ","0.005","M","NT"
"Hexythiazox","Lettuce","378","0"," "," "," ","0.002","M","NT"
"Hexythiazox","Mangoes","90","0"," "," "," ","0.0012","M","NT"
"Hexythiazox","Milk","711","0"," "," "," ","0.0012","M","0.05"
"Hexythiazox","Olives, Canned","754","0"," "," "," ","0.0012","M","NT"
"Hexythiazox","Onion","348","0"," "," "," ","0.01","M","NT"
"Hexythiazox","Pineapple, Canned","756","0"," "," "," ","0.01 - 0.015","M","NT"
"Hexythiazox","Plums, Dried (Prunes)","191","9","4.7","0.0022","0.035","0.002","M","1.3"
"Hexythiazox","Sweet Potatoes","701","0"," "," "," ","0.015","M","NT"
"Hydroprene","Cranberries","311","0"," "," "," ","0.005","M","0.2"
"Hydroprene","Cranberries, Frozen","428","0"," "," "," ","0.005","M","0.2"
"Hydroprene","Garbanzo Beans, Canned","189","0"," "," "," ","0.0015","M","0.2"
"Hydroprene","Grapefruit","526","0"," "," "," ","0.01 - 0.02","M","0.2"
"Hydroprene","Kale Greens","708","0"," "," "," ","0.015","M","0.2"
"Hydroprene","Mangoes","177","0"," "," "," ","0.0025 - 0.02","M","0.2"
"Hydroprene","Milk","711","0"," "," "," ","0.02","M","0.2"
"Hydroprene","Olives, Canned","754","0"," "," "," ","0.0025 - 0.02","M","0.2"
"Hydroprene","Onion","360","0"," "," "," ","0.0015","M","0.2"
"Hydroprene","Pineapple, Canned","359","0"," "," "," ","0.015","M","0.2"
"Hydroprene","Snap Peas","710","0"," "," "," ","0.015","M","0.2"
"Hydroprene","Sweet Potatoes","701","0"," "," "," ","0.015","M","0.2"
"Hydroprene","Tomatoes, Canned","566","0"," "," "," ","0.0015","M","0.2"
"Imazalil","Apple Sauce","570","0"," "," "," ","0.01","M","NT"
"Imazalil","Asparagus","354","0"," "," "," ","0.01","M","NT"
"Imazalil","Cabbage","354","0"," "," "," ","0.01","M","NT"
"Imazalil","Cranberries","309","0"," "," "," ","0.005","M","NT"
"Imazalil","Cranberries, Frozen","409","0"," "," "," ","0.005","M","NT"
"Imazalil","Cucumbers","378","0"," "," "," ","0.01","M","NT"
"Imazalil","Garbanzo Beans, Canned","189","0"," "," "," ","0.001","M","NT"
"Imazalil","Grapefruit","526","450","85.6","0.001","0.21","0.001 - 0.0025","M","10.0"
"Imazalil","Honey","315","0"," "," "," ","0.025","M","NT"
"Imazalil","Lettuce","378","0"," "," "," ","0.01","M","NT"
"Imazalil","Mangoes","177","0"," "," "," ","0.0025 - 0.005","M","NT"
"Imazalil","Milk","711","0"," "," "," ","0.0025","M","0.02"
"Imazalil","Olives, Canned","754","0"," "," "," ","0.0025","M","NT"
"Imazalil","Onion","708","0"," "," "," ","0.003 - 0.01","M","NT"
"Imazalil","Pineapple, Canned","756","0"," "," "," ","0.005 - 0.01","M","NT"
"Imazalil","Plums, Dried (Prunes)","191","0"," "," "," ","0.01","M","NT"
"Imazalil","Sweet Potatoes","701","0"," "," "," ","0.005","M","NT"
"Imazalil","Tomatoes, Canned","566","0"," "," "," ","0.001","M","NT"
"Imazalil","Water, Bottled","756","0"," "," "," ","6.8","T",""
"Imazapic","Grapefruit","121","0"," "," "," ","0.005","M","NT"
"Imazapic","Milk","622","0"," "," "," ","0.005","M","0.1"
"Imazapic","Olives, Canned","630","0"," "," "," ","0.005","M","NT"
"Imazapyr","Grapefruit","271","0"," "," "," ","0.02","M","NT"
"Imazapyr","Olives, Canned","630","0"," "," "," ","0.02","M","NT"
"Imazaquin","Grapefruit","271","0"," "," "," ","0.01","M","NT"
"Imazaquin","Milk","622","0"," "," "," ","0.01","M","NT"
"Imazaquin","Olives, Canned","630","0"," "," "," ","0.01","M","NT"
"Imazethapyr","Apple Sauce","570","0"," "," "," ","0.02","M","NT"
"Imazethapyr","Asparagus","354","0"," "," "," ","0.02 - 20","M","NT"
"Imazethapyr","Grapefruit","271","0"," "," "," ","0.02","M","NT"
"Imazethapyr","Milk","622","0"," "," "," ","0.02","M","NT"
"Imazethapyr","Olives, Canned","630","0"," "," "," ","0.02","M","NT"
"Imazethapyr","Plums, Dried (Prunes)","191","0"," "," "," ","0.02","M","NT"
"Imazethapyr","Snap Peas","710","0"," "," "," ","0.05","M","0.1"
"Imazosulfuron","Grapefruit","271","0"," "," "," ","0.0025","M","NT"
"Imazosulfuron","Mangoes","90","0"," "," "," ","0.0025","M","NT"
"Imazosulfuron","Milk","711","0"," "," "," ","0.0025","M","NT"
"Imazosulfuron","Olives, Canned","754","0"," "," "," ","0.0025","M","NT"
"Imazosulfuron","Sweet Potatoes","701","0"," "," "," ","0.025","M","0.02"
"Imidacloprid","Apple Sauce","570","47","8.2","0.003","0.025","0.003","M","0.5"
"Imidacloprid","Asparagus","354","8","2.3","0.0038","0.092","0.003","M","NT"
"Imidacloprid","Cabbage","354","28","7.9","0.01","0.063","0.01","M","3.5"
"Imidacloprid","Cranberries","311","0"," "," "," ","0.005","M","0.05"
"Imidacloprid","Cranberries, Frozen","428","0"," "," "," ","0.005","M","0.05"
"Imidacloprid","Cucumbers","378","6","1.6","0.011","0.067","0.01","M","0.5"
"Imidacloprid","Garbanzo Beans, Canned","189","0"," "," "," ","0.001","M","4.0"
"Imidacloprid","Grapefruit","526","87","16.5","0.0025","0.02","0.0025 - 0.005","M","0.70"
"Imidacloprid","Honey","315","0"," "," "," ","0.01","M","NT"
"Imidacloprid","Lettuce","378","153","40.5","0.003","0.087","0.003","M","3.5"
"Imidacloprid","Mangoes","177","25","14.1","0.0028","0.032","0.0025 - 0.005","M","1.0"
"Imidacloprid","Milk","711","0"," "," "," ","0.0025","M","0.10"
"Imidacloprid","Olives, Canned","754","0"," "," "," ","0.0025","M","NT"
"Imidacloprid","Onion","708","48","6.8","0.0017","0.016","0.001 - 0.01","M","0.15"
"Imidacloprid","Pineapple, Canned","756","0"," "," "," ","0.01 - 0.02","M","NT"
"Imidacloprid","Plums, Dried (Prunes)","191","5","2.6","0.0034","0.018","0.0033","M","3.0"
"Imidacloprid","Snap Peas","710","3","0.4","0.0666","0.1738","0.04","M","4.0"
"Imidacloprid","Sweet Potatoes","701","0"," "," "," ","0.02","M","0.40"
"Imidacloprid","Tomatoes, Canned","566","169","29.9","0.0017","0.018","0.001","M","1.0"
"Imidacloprid","Water, Bottled","756","1","0.1","34","34","6.8","T",""
"Imidacloprid urea","Pineapple, Canned","359","0"," "," "," ","0.015","M","NT"
"Imidacloprid urea","Sweet Potatoes","701","0"," "," "," ","0.015","M","0.40"
"Imiprothrin","Apple Sauce","570","0"," "," "," ","0.01","M","NT"
"Imiprothrin","Asparagus","354","0"," "," "," ","0.01","M","NT"
"Imiprothrin","Cabbage","354","0"," "," "," ","0.01","M","NT"
"Imiprothrin","Cranberries","311","0"," "," "," ","0.05","M","NT"
"Imiprothrin","Cranberries, Frozen","428","0"," "," "," ","0.05","M","NT"
"Imiprothrin","Cucumbers","378","0"," "," "," ","0.01","M","NT"
"Imiprothrin","Grapefruit","526","0"," "," "," ","0.01 - 0.04","M","NT"
"Imiprothrin","Kale Greens","708","0"," "," "," ","0.007","M","NT"
"Imiprothrin","Lettuce","378","0"," "," "," ","0.01","M","NT"
"Imiprothrin","Mangoes","177","0"," "," "," ","0.01 - 0.05","M","NT"
"Imiprothrin","Milk","711","0"," "," "," ","0.01","M","NT"
"Imiprothrin","Olives, Canned","754","0"," "," "," ","0.01","M","NT"
"Imiprothrin","Onion","348","0"," "," "," ","0.01","M","NT"
"Imiprothrin","Pineapple, Canned","756","0"," "," "," ","0.01 - 0.095","M","NT"
"Imiprothrin","Plums, Dried (Prunes)","191","0"," "," "," ","0.01","M","NT"
"Imiprothrin","Snap Peas","710","0"," "," "," ","0.007","M","NT"
"Imiprothrin","Sweet Potatoes","701","0"," "," "," ","0.095","M","NT"
"Indaziflam","Apple Sauce","570","0"," "," "," ","0.001","M","0.01"
"Indaziflam","Asparagus","354","0"," "," "," ","0.001","M","NT"
"Indaziflam","Cranberries","311","0"," "," "," ","0.001","M","0.01"
"Indaziflam","Cranberries, Frozen","428","0"," "," "," ","0.001","M","0.01"
"Indaziflam","Grapefruit","526","0"," "," "," ","0.001 - 0.0012","M","0.01"
"Indaziflam","Lettuce","378","0"," "," "," ","0.001","M","NT"
"Indaziflam","Mangoes","177","0"," "," "," ","0.001 - 0.0012","M","NT"
"Indaziflam","Milk","711","0"," "," "," ","0.0012","M","NT"
"Indaziflam","Olives, Canned","754","0"," "," "," ","0.0012","M","0.01"
"Indaziflam","Plums, Dried (Prunes)","191","0"," "," "," ","0.001","M","0.01"
"Indoxacarb","Apple Sauce","570","0"," "," "," ","0.02","M","1.0"
"Indoxacarb","Asparagus","354","0"," "," "," ","0.02","M","NT"
"Indoxacarb","Cabbage","354","5","1.4","0.01","0.28","0.01","M","12"
"Indoxacarb","Cranberries","311","0"," "," "," ","0.05","M","1.5"
"Indoxacarb","Cranberries, Frozen","428","0"," "," "," ","0.05","M","1.5"
"Indoxacarb","Cucumbers","378","0"," "," "," ","0.01","M","0.60"
"Indoxacarb","Grapefruit","496","0"," "," "," ","0.005 - 0.01","M","NT"
"Indoxacarb","Honey","315","0"," "," "," ","0.015","M","NT"
"Indoxacarb","Kale Greens","708","70","9.9","0.005","2.5227","0.003","M","12"
"Indoxacarb","Lettuce","378","0"," "," "," ","0.02","M","14"
"Indoxacarb","Mangoes","177","0"," "," "," ","0.005 - 0.05","M","NT"
"Indoxacarb","Milk","711","0"," "," "," ","0.005","M","0.15"
"Indoxacarb","Olives, Canned","754","0"," "," "," ","0.005","M","NT"
"Indoxacarb","Onion","348","0"," "," "," ","0.01","M","NT"
"Indoxacarb","Pineapple, Canned","756","0"," "," "," ","0.01 - 0.025","M","NT"
"Indoxacarb","Plums, Dried (Prunes)","191","0"," "," "," ","0.02","M","0.90"
"Indoxacarb","Sweet Potatoes","701","0"," "," "," ","0.025","M","0.01"
"Ipconazole","Cranberries","311","0"," "," "," ","0.01","M","NT"
"Ipconazole","Cranberries, Frozen","428","0"," "," "," ","0.01","M","NT"
"Ipconazole","Grapefruit","408","0"," "," "," ","0.0025 - 0.02","M","NT"
"Ipconazole","Mangoes","177","0"," "," "," ","0.0025 - 0.01","M","NT"
"Ipconazole","Milk","711","0"," "," "," ","0.0025","M","NT"
"Ipconazole","Olives, Canned","754","0"," "," "," ","0.0025","M","NT"
