Pesticide Name,Commodity,Number of Samples Analyzed,Number of Samples with Detects,Pct of Samples with Detects,Min Detect,Max Detect,LOD Range,pp_,EPA Tolerance (ppm)
"DCPA","Nectarines","578","0"," "," "," ","0.0025","M","NT"
"DCPA","Oranges","707","0"," "," "," ","0.005","M","NT"
"DCPA","Peaches","362","0"," "," "," ","0.005","M","NT"
"DCPA","Potatoes","707","0"," "," "," ","0.001","M","2.0"
"DCPA","Spinach","708","32","4.5","0.002","0.036","0.001 - 0.02","M","NT"
"DCPA","Strawberries","706","0"," "," "," ","0.0025","M","2.0"
"DCPA","Sweet Corn, Fresh","468","0"," "," "," ","0.0025 - 0.01","M","0.05"
"DCPA","Sweet Corn, Frozen","65","0"," "," "," ","0.0025 - 0.01","M","0.05"
"DCPA","Tomatoes","708","0"," "," "," ","0.001","M","1.0"
"DCPA","Watermelon","370","0"," "," "," ","0.002","M","1.0"
"DDD o,p'","Apples","708","0"," "," "," ","0.001","M","0.1 AL"
"DDD o,p'","Grapefruit","90","0"," "," "," ","0.0012","M","0.1 AL"
"DDD o,p'","Lettuce","378","0"," "," "," ","0.001","M","0.5 AL"
"DDD o,p'","Nectarines","578","0"," "," "," ","0.0012 - 0.0025","M","0.2 AL"
"DDD o,p'","Peanut Butter","315","0"," "," "," ","0.1","M","0.2 AL"
"DDD o,p'","Potatoes","707","0"," "," "," ","0.001","M","1 AL"
"DDD o,p'","Spinach","358","1","0.3","0.002","0.002","0.001","M","0.5 AL"
"DDD o,p'","Strawberries","706","0"," "," "," ","0.0012 - 0.0025","M","0.1 AL"
"DDD o,p'","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","0.1 AL"
"DDD o,p'","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","0.1 AL"
"DDD o,p'","Tomatoes","708","0"," "," "," ","0.001","M","0.05 AL"
"DDD o,p'","Watermelon","370","0"," "," "," ","0.001","M","0.1 AL"
"DDD p,p'","Apples","708","0"," "," "," ","0.005","M","0.1 AL"
"DDD p,p'","Cherries","232","0"," "," "," ","0.0049","M","0.2 AL"
"DDD p,p'","Cherries, Frozen","453","0"," "," "," ","0.0049","M","0.2 AL"
"DDD p,p'","Cucumbers","378","0"," "," "," ","0.005","M","0.1 AL"
"DDD p,p'","Grapefruit","177","0"," "," "," ","0.0025 - 0.025","M","0.1 AL"
"DDD p,p'","Green Beans","754","0"," "," "," ","0.025","M","0.2 AL"
"DDD p,p'","Lettuce","378","0"," "," "," ","0.005","M","0.5 AL"
"DDD p,p'","Nectarines","578","0"," "," "," ","0.0025","M","0.2 AL"
"DDD p,p'","Oranges","707","0"," "," "," ","0.005","M","0.1 AL"
"DDD p,p'","Peaches","362","0"," "," "," ","0.005","M","0.2 AL"
"DDD p,p'","Peanut Butter","315","0"," "," "," ","0.05","M","0.2 AL"
"DDD p,p'","Potatoes","707","4","0.6","0.002","0.002","0.001","M","1 AL"
"DDD p,p'","Spinach","708","3","0.4","0.002","0.002","0.001 - 0.0049","M","0.5 AL"
"DDD p,p'","Strawberries","706","0"," "," "," ","0.0025","M","0.1 AL"
"DDD p,p'","Sweet Corn, Fresh","468","0"," "," "," ","0.0025 - 0.025","M","0.1 AL"
"DDD p,p'","Sweet Corn, Frozen","65","0"," "," "," ","0.0025 - 0.025","M","0.1 AL"
"DDD p,p'","Tomatoes","708","0"," "," "," ","0.001","M","0.05 AL"
"DDD p,p'","Watermelon","370","0"," "," "," ","0.005","M","0.1 AL"
"DDE o,p'","Apples","708","0"," "," "," ","0.001","M","0.1 AL"
"DDE o,p'","Grapefruit","90","0"," "," "," ","0.005","M","0.1 AL"
"DDE o,p'","Grapes","708","0"," "," "," ","0.002","M","0.05 AL"
"DDE o,p'","Lettuce","378","0"," "," "," ","0.001","M","0.5 AL"
"DDE o,p'","Nectarines","578","0"," "," "," ","0.005","M","0.2 AL"
"DDE o,p'","Pears","705","0"," "," "," ","0.002","M","0.1 AL"
"DDE o,p'","Strawberries","706","0"," "," "," ","0.005","M","0.1 AL"
"DDE o,p'","Sweet Corn, Fresh","250","0"," "," "," ","0.005","M","0.1 AL"
"DDE o,p'","Sweet Corn, Frozen","20","0"," "," "," ","0.005","M","0.1 AL"
"DDE o,p'","Watermelon","370","0"," "," "," ","0.001","M","0.1 AL"
"DDE p,p'","Apples","708","0"," "," "," ","0.01","M","0.1 AL"
"DDE p,p'","Cherries","232","0"," "," "," ","0.005","M","0.2 AL"
"DDE p,p'","Cherries, Frozen","453","0"," "," "," ","0.005","M","0.2 AL"
"DDE p,p'","Cucumbers","378","0"," "," "," ","0.005","M","0.1 AL"
"DDE p,p'","Grapefruit","177","0"," "," "," ","0.0012 - 0.01","M","0.1 AL"
"DDE p,p'","Grapes","708","0"," "," "," ","0.002","M","0.05 AL"
"DDE p,p'","Green Beans","754","0"," "," "," ","0.005","M","0.2 AL"
"DDE p,p'","Lettuce","378","0"," "," "," ","0.01","M","0.5 AL"
"DDE p,p'","Nectarines","578","0"," "," "," ","0.0012 - 0.0025","M","0.2 AL"
"DDE p,p'","Oranges","707","0"," "," "," ","0.005","M","0.1 AL"
"DDE p,p'","Peaches","362","0"," "," "," ","0.005","M","0.2 AL"
"DDE p,p'","Peanut Butter","315","0"," "," "," ","0.02","M","0.2 AL"
"DDE p,p'","Pears","705","0"," "," "," ","0.002","M","0.1 AL"
"DDE p,p'","Potatoes","707","103","14.6","0.002","0.012","0.001","M","1 AL"
"DDE p,p'","Spinach","708","330","46.6","0.002","0.058","0.001 - 0.005","M","0.5 AL"
"DDE p,p'","Strawberries","706","0"," "," "," ","0.0012 - 0.0025","M","0.1 AL"
"DDE p,p'","Sweet Corn, Fresh","468","0"," "," "," ","0.0025 - 0.01","M","0.1 AL"
"DDE p,p'","Sweet Corn, Frozen","65","0"," "," "," ","0.0025 - 0.01","M","0.1 AL"
"DDE p,p'","Tomatoes","708","0"," "," "," ","0.001","M","0.05 AL"
"DDE p,p'","Watermelon","370","0"," "," "," ","0.01","M","0.1 AL"
"DDT o,p'","Grapefruit","90","0"," "," "," ","0.005","M","0.1 AL"
"DDT o,p'","Grapes","708","0"," "," "," ","0.002","M","0.05 AL"
"DDT o,p'","Nectarines","578","0"," "," "," ","0.0025 - 0.005","M","0.2 AL"
"DDT o,p'","Peanut Butter","315","0"," "," "," ","0.1","M","0.2 AL"
"DDT o,p'","Pears","705","0"," "," "," ","0.002","M","0.1 AL"
"DDT o,p'","Potatoes","707","9","1.3","0.002","0.002","0.001","M","1 AL"
"DDT o,p'","Spinach","358","44","12.3","0.002","0.0056","0.001","M","0.5 AL"
"DDT o,p'","Strawberries","706","0"," "," "," ","0.0025 - 0.005","M","0.1 AL"
"DDT o,p'","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","0.1 AL"
"DDT o,p'","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","0.1 AL"
"DDT o,p'","Tomatoes","708","0"," "," "," ","0.001","M","0.05 AL"
"DDT p,p'","Apples","708","0"," "," "," ","0.001","M","0.1 AL"
"DDT p,p'","Cherries","232","0"," "," "," ","0.075","M","0.2 AL"
"DDT p,p'","Cherries, Frozen","453","0"," "," "," ","0.075","M","0.2 AL"
"DDT p,p'","Cucumbers","378","0"," "," "," ","0.005","M","0.1 AL"
"DDT p,p'","Grapefruit","90","0"," "," "," ","0.005","M","0.1 AL"
"DDT p,p'","Grapes","708","0"," "," "," ","0.002","M","0.05 AL"
"DDT p,p'","Lettuce","347","0"," "," "," ","0.001","M","0.5 AL"
"DDT p,p'","Nectarines","578","0"," "," "," ","0.0025 - 0.005","M","0.2 AL"
"DDT p,p'","Oranges","707","0"," "," "," ","0.005","M","0.1 AL"
"DDT p,p'","Peaches","362","0"," "," "," ","0.005","M","0.2 AL"
"DDT p,p'","Peanut Butter","315","0"," "," "," ","0.05","M","0.2 AL"
"DDT p,p'","Pears","705","0"," "," "," ","0.002","M","0.1 AL"
"DDT p,p'","Potatoes","707","42","5.9","0.002","0.0072","0.001","M","1 AL"
"DDT p,p'","Spinach","358","92","25.7","0.002","0.011","0.001","M","0.5 AL"
"DDT p,p'","Strawberries","706","0"," "," "," ","0.0025 - 0.005","M","0.1 AL"
"DDT p,p'","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","0.1 AL"
"DDT p,p'","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","0.1 AL"
"DDT p,p'","Tomatoes","708","0"," "," "," ","0.001","M","0.05 AL"
"DDT p,p'","Watermelon","370","0"," "," "," ","0.001","M","0.1 AL"
"DEF (Tribufos)","Apples","560","0"," "," "," ","0.002","M","NT"
"DEF (Tribufos)","Grapefruit","90","0"," "," "," ","0.0012","M","NT"
"DEF (Tribufos)","Nectarines","578","0"," "," "," ","0.0012 - 0.0025","M","NT"
"DEF (Tribufos)","Strawberries","706","0"," "," "," ","0.0012 - 0.0025","M","NT"
"DEF (Tribufos)","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"DEF (Tribufos)","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"DEF (Tribufos)","Watermelon","370","0"," "," "," ","0.002","M","NT"
"Deltamethrin  (includes parent Tralomethrin)","Apples","708","0"," "," "," ","0.015","M","0.2"
"Deltamethrin  (includes parent Tralomethrin)","Cherries","232","0"," "," "," ","0.12","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Cherries, Frozen","453","0"," "," "," ","0.12","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Cucumbers","378","0"," "," "," ","0.0075","M","0.2"
"Deltamethrin  (includes parent Tralomethrin)","Grapefruit","177","0"," "," "," ","0.005 - 0.5","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Grapes","708","0"," "," "," ","0.015","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Green Beans","754","0"," "," "," ","0.05","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Lettuce","283","0"," "," "," ","0.015","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Nectarines","578","0"," "," "," ","0.005","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Oranges","707","0"," "," "," ","0.0075","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Peaches","362","0"," "," "," ","0.0075","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Pears","705","0"," "," "," ","0.015","M","0.2"
"Deltamethrin  (includes parent Tralomethrin)","Potatoes","707","0"," "," "," ","0.012","M","0.04"
"Deltamethrin  (includes parent Tralomethrin)","Spinach","708","0"," "," "," ","0.04 - 0.12","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Strawberries","706","0"," "," "," ","0.005","M","0.05"
"Deltamethrin  (includes parent Tralomethrin)","Sweet Corn, Fresh","468","0"," "," "," ","0.005 - 0.025","M","0.03"
"Deltamethrin  (includes parent Tralomethrin)","Sweet Corn, Frozen","65","0"," "," "," ","0.005 - 0.025","M","0.03"
"Deltamethrin  (includes parent Tralomethrin)","Tomatoes","708","0"," "," "," ","0.012 - 0.04","M","0.2"
"Deltamethrin  (includes parent Tralomethrin)","Watermelon","370","0"," "," "," ","0.015","M","0.2"
"Demeton-O","Grapefruit","90","0"," "," "," ","0.01","M","NT"
"Demeton-O","Nectarines","578","0"," "," "," ","0.01 - 0.02","M","NT"
"Demeton-O","Strawberries","706","0"," "," "," ","0.01 - 0.02","M","NT"
"Demeton-O","Sweet Corn, Fresh","250","0"," "," "," ","0.02","M","NT"
"Demeton-O","Sweet Corn, Frozen","20","0"," "," "," ","0.02","M","NT"
"Demeton-S","Grapefruit","90","0"," "," "," ","0.01","M","NT"
"Demeton-S","Nectarines","578","0"," "," "," ","0.01 - 0.03","M","NT"
"Demeton-S","Strawberries","706","0"," "," "," ","0.01 - 0.03","M","NT"
"Demeton-S","Sweet Corn, Fresh","250","0"," "," "," ","0.03","M","NT"
"Demeton-S","Sweet Corn, Frozen","20","0"," "," "," ","0.03","M","NT"
"Demeton-S sulfone","Grapefruit","90","0"," "," "," ","0.0012","M","NT"
"Demeton-S sulfone","Nectarines","578","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Demeton-S sulfone","Strawberries","706","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Demeton-S sulfone","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Demeton-S sulfone","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Desmedipham","Spinach","350","0"," "," "," ","0.029","M","6.0"
"Dialifos","Grapefruit","90","0"," "," "," ","0.005","M","NT"
"Dialifos","Nectarines","578","0"," "," "," ","0.005","M","NT"
"Dialifos","Strawberries","706","0"," "," "," ","0.005","M","NT"
"Dialifos","Sweet Corn, Fresh","250","0"," "," "," ","0.005","M","NT"
"Dialifos","Sweet Corn, Frozen","20","0"," "," "," ","0.005","M","NT"
"Diazinon","Apples","708","26","3.7","0.006","0.21","0.005","M","0.50"
"Diazinon","Cherries","232","0"," "," "," ","0.01","M","0.20"
"Diazinon","Cherries, Frozen","453","0"," "," "," ","0.01","M","0.20"
"Diazinon","Cucumbers","378","2","0.5","0.023","0.025","0.002","M","0.75"
"Diazinon","Grapefruit","177","0"," "," "," ","0.0012 - 0.005","M","NT"
"Diazinon","Grapes","708","0"," "," "," ","0.001","M","0.75"
"Diazinon","Green Beans","754","0"," "," "," ","0.001","M","0.50"
"Diazinon","Lettuce","378","0"," "," "," ","0.005","M","0.70"
"Diazinon","Nectarines","578","1","0.2","0.0042","0.0042","0.0012 - 0.0025","M","0.20"
"Diazinon","Oranges","707","0"," "," "," ","0.002","M","NT"
"Diazinon","Peaches","362","0"," "," "," ","0.002","M","0.20"
"Diazinon","Pears","705","1","0.1","0.0017","0.0017","0.001","M","0.50"
"Diazinon","Potatoes","510","0"," "," "," ","0.001","M","0.10"
"Diazinon","Spinach","648","0"," "," "," ","0.001 - 0.01","M","0.70"
"Diazinon","Strawberries","706","1","0.1","0.0048","0.0048","0.0012 - 0.0025","M","0.50"
"Diazinon","Sweet Corn, Fresh","468","0"," "," "," ","0.0025 - 0.005","M","NT"
"Diazinon","Sweet Corn, Frozen","65","0"," "," "," ","0.0025 - 0.005","M","NT"
"Diazinon","Tomatoes","512","0"," "," "," ","0.001","M","0.75"
"Diazinon","Watermelon","370","0"," "," "," ","0.005","M","0.75"
"Diazinon oxygen analog","Cherries","232","0"," "," "," ","0.0077","M","0.20"
"Diazinon oxygen analog","Cherries, Frozen","453","0"," "," "," ","0.0077","M","0.20"
"Diazinon oxygen analog","Cucumbers","378","0"," "," "," ","0.001","M","0.75"
"Diazinon oxygen analog","Grapefruit","177","0"," "," "," ","0.0012 - 0.005","M","NT"
"Diazinon oxygen analog","Grapes","708","0"," "," "," ","0.001","M","0.75"
"Diazinon oxygen analog","Green Beans","754","0"," "," "," ","0.001","M","0.50"
"Diazinon oxygen analog","Nectarines","578","0"," "," "," ","0.0012 - 0.005","M","0.20"
"Diazinon oxygen analog","Oranges","707","0"," "," "," ","0.001","M","NT"
"Diazinon oxygen analog","Peaches","362","0"," "," "," ","0.001","M","0.20"
"Diazinon oxygen analog","Pears","705","0"," "," "," ","0.001","M","0.50"
"Diazinon oxygen analog","Potatoes","707","0"," "," "," ","0.001","M","0.10"
"Diazinon oxygen analog","Spinach","708","0"," "," "," ","0.001 - 0.0078","M","0.70"
"Diazinon oxygen analog","Strawberries","706","0"," "," "," ","0.0012 - 0.005","M","0.50"
"Diazinon oxygen analog","Sweet Corn, Fresh","468","0"," "," "," ","0.005","M","NT"
"Diazinon oxygen analog","Sweet Corn, Frozen","65","0"," "," "," ","0.005","M","NT"
"Diazinon oxygen analog","Tomatoes","708","0"," "," "," ","0.001","M","0.75"
"Dicamba","Grapefruit","90","0"," "," "," ","0.25","M","NT"
"Dicamba","Nectarines","578","0"," "," "," ","0.25","M","NT"
"Dicamba","Strawberries","706","0"," "," "," ","0.25","M","NT"
"Dicamba","Sweet Corn, Fresh","250","0"," "," "," ","0.25","M","0.04"
"Dicamba","Sweet Corn, Frozen","20","0"," "," "," ","0.25","M","0.04"
"Dichlobenil","Apples","708","0"," "," "," ","0.01","M","0.5"
"Dichlobenil","Cherries","232","0"," "," "," ","0.0069","M","0.15"
"Dichlobenil","Cherries, Frozen","453","0"," "," "," ","0.0069","M","0.15"
"Dichlobenil","Cucumbers","378","0"," "," "," ","0.005","M","NT"
"Dichlobenil","Grapefruit","90","0"," "," "," ","0.0012","M","NT"
"Dichlobenil","Grapes","708","0"," "," "," ","0.001","M","0.15"
"Dichlobenil","Lettuce","378","0"," "," "," ","0.01","M","NT"
"Dichlobenil","Nectarines","578","0"," "," "," ","0.0012 - 0.0025","M","0.15"
"Dichlobenil","Oranges","707","0"," "," "," ","0.005","M","NT"
"Dichlobenil","Peaches","362","0"," "," "," ","0.005","M","0.15"
"Dichlobenil","Pears","705","0"," "," "," ","0.001","M","0.5"
"Dichlobenil","Potatoes","707","0"," "," "," ","0.0022","M","NT"
"Dichlobenil","Spinach","708","0"," "," "," ","0.0022 - 0.0069","M","NT"
"Dichlobenil","Strawberries","706","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Dichlobenil","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Dichlobenil","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Dichlobenil","Tomatoes","708","0"," "," "," ","0.0022","M","NT"
"Dichlobenil","Watermelon","370","0"," "," "," ","0.01","M","NT"
"Dichlofluanid","Cherries","232","0"," "," "," ","0.017 - 0.12","M","NT"
"Dichlofluanid","Cherries, Frozen","453","0"," "," "," ","0.017 - 0.12","M","NT"
"Dichlormid","Grapefruit","177","0"," "," "," ","0.005 - 0.02","M","NT"
"Dichlormid","Nectarines","578","0"," "," "," ","0.02 - 0.05","M","NT"
"Dichlormid","Strawberries","706","0"," "," "," ","0.02 - 0.05","M","NT"
"Dichlormid","Sweet Corn, Fresh","468","0"," "," "," ","0.005 - 0.05","M","0.05"
"Dichlormid","Sweet Corn, Frozen","65","0"," "," "," ","0.005 - 0.05","M","0.05"
"Dichlorprop","Grapefruit","90","0"," "," "," ","0.05","M","NT"
"Dichlorprop","Nectarines","578","0"," "," "," ","0.05","M","NT"
"Dichlorprop","Strawberries","706","0"," "," "," ","0.05","M","NT"
"Dichlorprop","Sweet Corn, Fresh","250","0"," "," "," ","0.05","M","NT"
"Dichlorprop","Sweet Corn, Frozen","20","0"," "," "," ","0.05","M","NT"
"Dichlorvos (DDVP)","Apples","708","0"," "," "," ","0.02","M","0.5"
"Dichlorvos (DDVP)","Cherries","232","0"," "," "," ","0.005","M","0.5"
"Dichlorvos (DDVP)","Cherries, Frozen","453","1","0.2","0.018","0.018","0.005","M","0.5"
"Dichlorvos (DDVP)","Cucumbers","378","0"," "," "," ","0.01","M","0.5"
"Dichlorvos (DDVP)","Grapefruit","177","0"," "," "," ","0.005 - 0.02","M","3"
"Dichlorvos (DDVP)","Grapes","708","0"," "," "," ","0.05","M","0.5"
"Dichlorvos (DDVP)","Green Beans","754","0"," "," "," ","0.06","M","0.5"
"Dichlorvos (DDVP)","Lettuce","378","0"," "," "," ","0.02","M","0.5"
"Dichlorvos (DDVP)","Nectarines","578","0"," "," "," ","0.02","M","0.5"
"Dichlorvos (DDVP)","Oranges","707","0"," "," "," ","0.01","M","3"
"Dichlorvos (DDVP)","Peanut Butter","315","0"," "," "," ","0.25","M","0.5"
"Dichlorvos (DDVP)","Pears","705","0"," "," "," ","0.05","M","0.5"
"Dichlorvos (DDVP)","Potatoes","707","0"," "," "," ","0.003","M","0.5"
"Dichlorvos (DDVP)","Spinach","708","0"," "," "," ","0.003 - 0.0049","M","3"
"Dichlorvos (DDVP)","Strawberries","706","11","1.6","0.028","0.24","0.02","M","1"
"Dichlorvos (DDVP)","Sweet Corn, Fresh","468","0"," "," "," ","0.005 - 0.02","M","0.5"
"Dichlorvos (DDVP)","Sweet Corn, Frozen","65","0"," "," "," ","0.005 - 0.02","M","0.5"
"Dichlorvos (DDVP)","Watermelon","370","0"," "," "," ","0.02","M","0.5"
"Diclofop methyl","Apples","708","0"," "," "," ","0.001","M","NT"
"Diclofop methyl","Lettuce","378","0"," "," "," ","0.001","M","NT"
"Diclofop methyl","Watermelon","370","0"," "," "," ","0.001","M","NT"
"Dicloran","Apples","708","0"," "," "," ","0.016","M","NT"
"Dicloran","Cherries","232","0"," "," "," ","0.02","M","20"
"Dicloran","Cherries, Frozen","453","0"," "," "," ","0.02","M","20"
"Dicloran","Cucumbers","378","1","0.3","0.011","0.011","0.005","M","5"
"Dicloran","Grapefruit","177","0"," "," "," ","0.02 - 0.1","M","NT"
"Dicloran","Grapes","708","0"," "," "," ","0.015","M","10"
"Dicloran","Green Beans","754","28","3.7","0.01","7.1","0.01","M","20"
"Dicloran","Lettuce","378","0"," "," "," ","0.016","M","10"
"Dicloran","Nectarines","578","0"," "," "," ","0.01 - 0.02","M","20"
"Dicloran","Oranges","707","0"," "," "," ","0.005","M","NT"
"Dicloran","Peaches","362","0"," "," "," ","0.005","M","20"
"Dicloran","Potatoes","707","0"," "," "," ","0.0022 - 0.0075","M","0.25"
"Dicloran","Spinach","708","5","0.7","0.0037","0.029","0.0022 - 0.02","M","NT"
"Dicloran","Strawberries","706","0"," "," "," ","0.01 - 0.02","M","NT"
"Dicloran","Sweet Corn, Fresh","468","0"," "," "," ","0.01 - 0.1","M","NT"
"Dicloran","Sweet Corn, Frozen","65","0"," "," "," ","0.01 - 0.1","M","NT"
"Dicloran","Tomatoes","708","13","1.8","0.0037","0.019","0.0022","M","5"
"Dicloran","Watermelon","370","0"," "," "," ","0.016","M","NT"
"Diclosulam","Grapefruit","90","0"," "," "," ","0.01","M","NT"
"Diclosulam","Nectarines","578","0"," "," "," ","0.01","M","NT"
"Diclosulam","Peanut Butter","315","0"," "," "," ","0.25","M","0.020"
"Diclosulam","Strawberries","706","0"," "," "," ","0.01","M","NT"
"Diclosulam","Sweet Corn, Fresh","250","0"," "," "," ","0.01","M","NT"
"Diclosulam","Sweet Corn, Frozen","20","0"," "," "," ","0.01","M","NT"
"Dicofol o,p'","Cherries","232","0"," "," "," ","0.015","M","5.0"
"Dicofol o,p'","Cherries, Frozen","453","0"," "," "," ","0.015","M","5.0"
"Dicofol o,p'","Grapefruit","90","0"," "," "," ","0.005","M","6.0"
"Dicofol o,p'","Nectarines","578","0"," "," "," ","0.005 - 0.01","M","5.0"
"Dicofol o,p'","Potatoes","707","0"," "," "," ","0.0022","M","NT"
"Dicofol o,p'","Spinach","708","0"," "," "," ","0.0022 - 0.015","M","NT"
"Dicofol o,p'","Strawberries","706","0"," "," "," ","0.005 - 0.01","M","10.0"
"Dicofol o,p'","Sweet Corn, Fresh","250","0"," "," "," ","0.01","M","NT"
"Dicofol o,p'","Sweet Corn, Frozen","20","0"," "," "," ","0.01","M","NT"
"Dicofol o,p'","Tomatoes","708","0"," "," "," ","0.0022","M","2.0"
"Dicofol p,p'","Apples","708","0"," "," "," ","0.01","M","10.0"
"Dicofol p,p'","Cherries","232","0"," "," "," ","0.024","M","5.0"
"Dicofol p,p'","Cherries, Frozen","453","0"," "," "," ","0.024","M","5.0"
"Dicofol p,p'","Grapefruit","177","0"," "," "," ","0.005","M","6.0"
"Dicofol p,p'","Lettuce","378","0"," "," "," ","0.01","M","NT"
"Dicofol p,p'","Nectarines","578","0"," "," "," ","0.005","M","5.0"
"Dicofol p,p'","Potatoes","707","1","0.1","0.002","0.002","0.001","M","NT"
"Dicofol p,p'","Spinach","708","0"," "," "," ","0.001 - 0.024","M","NT"
"Dicofol p,p'","Strawberries","706","0"," "," "," ","0.005","M","10.0"
"Dicofol p,p'","Sweet Corn, Fresh","468","0"," "," "," ","0.005","M","NT"
"Dicofol p,p'","Sweet Corn, Frozen","65","0"," "," "," ","0.005","M","NT"
"Dicofol p,p'","Tomatoes","708","2","0.3","0.0078","0.021","0.001","M","2.0"
"Dicofol p,p'","Watermelon","370","0"," "," "," ","0.01","M","2.0"
"Dicofol Total","Grapes","708","0"," "," "," ","0.002","M","5.0"
"Dicofol Total","Green Beans","754","0"," "," "," ","0.015","M","3.0"
"Dicofol Total","Pears","705","0"," "," "," ","0.002","M","10.0"
"Dicrotophos","Grapefruit","90","0"," "," "," ","0.0012","M","NT"
"Dicrotophos","Nectarines","578","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Dicrotophos","Potatoes","707","0"," "," "," ","0.0015","M","NT"
"Dicrotophos","Spinach","358","0"," "," "," ","0.0015","M","NT"
"Dicrotophos","Strawberries","706","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Dicrotophos","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Dicrotophos","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Dicrotophos","Tomatoes","708","0"," "," "," ","0.0015","M","NT"
"Dieldrin","Apples","708","0"," "," "," ","0.01","M","0.03 AL"
"Dieldrin","Cherries","232","0"," "," "," ","0.04","M","0.03 AL"
"Dieldrin","Cherries, Frozen","453","0"," "," "," ","0.04","M","0.03 AL"
"Dieldrin","Cucumbers","378","33","8.7","0.0054","0.071","0.005","M","0.1 AL"
"Dieldrin","Grapefruit","177","0"," "," "," ","0.02 - 0.025","M","0.02 AL"
"Dieldrin","Grapes","708","0"," "," "," ","0.005","M","0.05 AL"
"Dieldrin","Green Beans","754","0"," "," "," ","0.025","M","0.05 AL"
"Dieldrin","Lettuce","378","0"," "," "," ","0.01","M","0.03 AL"
"Dieldrin","Nectarines","578","0"," "," "," ","0.01 - 0.02","M","0.03 AL"
"Dieldrin","Oranges","707","0"," "," "," ","0.005","M","0.02 AL"
"Dieldrin","Peaches","362","0"," "," "," ","0.005","M","0.02 AL"
"Dieldrin","Peanut Butter","315","0"," "," "," ","0.1","M","0.05 AL"
"Dieldrin","Pears","705","0"," "," "," ","0.005","M","0.03 AL"
"Dieldrin","Potatoes","707","16","2.3","0.0037","0.018","0.0022","M","0.1 AL"
"Dieldrin","Spinach","708","19","2.7","0.0037","0.0037","0.0022 - 0.04","M","0.05 AL"
"Dieldrin","Strawberries","706","0"," "," "," ","0.01 - 0.02","M","0.05 AL"
"Dieldrin","Sweet Corn, Fresh","468","0"," "," "," ","0.01 - 0.025","M","0.02 AL"
"Dieldrin","Sweet Corn, Frozen","65","0"," "," "," ","0.01 - 0.025","M","0.02 AL"
"Dieldrin","Tomatoes","708","0"," "," "," ","0.0022","M","0.05 AL"
"Dieldrin","Watermelon","370","0"," "," "," ","0.01","M","0.1 AL"
"Diethofencarb","Grapefruit","90","0"," "," "," ","0.0025","M","NT"
"Diethofencarb","Nectarines","578","0"," "," "," ","0.0025","M","NT"
"Diethofencarb","Strawberries","706","0"," "," "," ","0.0025","M","NT"
"Diethofencarb","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Diethofencarb","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Difenoconazole","Apples","708","5","0.7","0.01","0.017","0.01","M","5.0"
"Difenoconazole","Cherries","232","0"," "," "," ","0.0049","M","2.5"
"Difenoconazole","Cherries, Frozen","453","0"," "," "," ","0.0049","M","2.5"
"Difenoconazole","Cucumbers","378","2","0.5","0.0052","0.006","0.005","M","0.70"
"Difenoconazole","Grapefruit","177","0"," "," "," ","0.0025 - 0.005","M","0.60"
"Difenoconazole","Grapes","708","101","14.3","0.0017","0.0758","0.001","M","4.0"
"Difenoconazole","Green Beans","754","3","0.4","0.0058","0.055","0.005","M","NT"
"Difenoconazole","Lettuce","378","0"," "," "," ","0.01","M","NT"
"Difenoconazole","Nectarines","578","6","1","0.0051","0.037","0.0025 - 0.005","M","2.5"
