Pesticide Name,Commodity,Number of Samples Analyzed,Number of Samples with Detects,Pct of Samples with Detects,Min Detect,Max Detect,LOD Range,pp_,EPA Tolerance (ppm)
"Bendiocarb","Sweet Corn, Fresh","468","0"," "," "," ","0.0025 - 0.015","M","SU"
"Bendiocarb","Sweet Corn, Frozen","65","0"," "," "," ","0.0025 - 0.015","M","SU"
"Bendiocarb","Tomatoes","708","0"," "," "," ","0.001 - 0.003","M","SU"
"Bendiocarb","Watermelon","370","0"," "," "," ","0.003","M","SU"
"Benfluralin","Apples","708","0"," "," "," ","0.01","M","NT"
"Benfluralin","Grapefruit","90","0"," "," "," ","0.005","M","NT"
"Benfluralin","Lettuce","378","0"," "," "," ","0.01","M","0.05"
"Benfluralin","Nectarines","578","0"," "," "," ","0.005","M","NT"
"Benfluralin","Strawberries","706","0"," "," "," ","0.005","M","NT"
"Benfluralin","Sweet Corn, Fresh","250","0"," "," "," ","0.005","M","NT"
"Benfluralin","Sweet Corn, Frozen","20","0"," "," "," ","0.005","M","NT"
"Benfluralin","Watermelon","370","0"," "," "," ","0.01","M","NT"
"Benoxacor","Apples","708","0"," "," "," ","0.01","M","NT"
"Benoxacor","Cherries","232","0"," "," "," ","0.012","M","NT"
"Benoxacor","Cherries, Frozen","453","0"," "," "," ","0.012","M","NT"
"Benoxacor","Grapefruit","177","0"," "," "," ","0.0025 - 0.02","M","NT"
"Benoxacor","Green Beans","754","0"," "," "," ","0.02","M","0.01"
"Benoxacor","Lettuce","378","0"," "," "," ","0.01","M","NT"
"Benoxacor","Nectarines","578","0"," "," "," ","0.0025 - 0.01","M","NT"
"Benoxacor","Peanut Butter","315","0"," "," "," ","0.1","M","0.01"
"Benoxacor","Potatoes","707","0"," "," "," ","0.001","M","0.01"
"Benoxacor","Spinach","708","0"," "," "," ","0.001 - 0.012","M","0.01"
"Benoxacor","Strawberries","706","0"," "," "," ","0.0025 - 0.01","M","NT"
"Benoxacor","Sweet Corn, Fresh","468","0"," "," "," ","0.01 - 0.02","M","0.01"
"Benoxacor","Sweet Corn, Frozen","65","0"," "," "," ","0.01 - 0.02","M","0.01"
"Benoxacor","Tomatoes","708","0"," "," "," ","0.001","M","0.01"
"Benoxacor","Watermelon","370","0"," "," "," ","0.01","M","0.01"
"Bensulide","Apples","708","0"," "," "," ","0.004","M","NT"
"Bensulide","Grapefruit","177","0"," "," "," ","0.005 - 0.015","M","NT"
"Bensulide","Green Beans","754","0"," "," "," ","0.015","M","NT"
"Bensulide","Lettuce","378","3","0.8","0.004","0.007","0.004","M","0.15"
"Bensulide","Nectarines","578","0"," "," "," ","0.005","M","NT"
"Bensulide","Strawberries","706","0"," "," "," ","0.005","M","NT"
"Bensulide","Sweet Corn, Fresh","468","0"," "," "," ","0.005 - 0.015","M","NT"
"Bensulide","Sweet Corn, Frozen","65","0"," "," "," ","0.005 - 0.015","M","NT"
"Bensulide","Watermelon","370","0"," "," "," ","0.004","M","0.15"
"Bensulide oxygen analog","Apples","708","0"," "," "," ","0.002","M","NT"
"Bensulide oxygen analog","Grapefruit","87","0"," "," "," ","0.002","M","NT"
"Bensulide oxygen analog","Green Beans","754","0"," "," "," ","0.002","M","NT"
"Bensulide oxygen analog","Lettuce","378","11","2.9","0.003","0.022","0.002","M","0.15"
"Bensulide oxygen analog","Sweet Corn, Fresh","218","0"," "," "," ","0.002","M","NT"
"Bensulide oxygen analog","Sweet Corn, Frozen","45","0"," "," "," ","0.002","M","NT"
"Bensulide oxygen analog","Watermelon","370","0"," "," "," ","0.002","M","0.15"
"Bentazon","Cherries","232","0"," "," "," ","0.03","M","NT"
"Bentazon","Cherries, Frozen","453","0"," "," "," ","0.03","M","NT"
"Bentazon","Grapefruit","177","0"," "," "," ","0.0025 - 0.1","M","NT"
"Bentazon","Green Beans","754","0"," "," "," ","0.1","M","0.5"
"Bentazon","Nectarines","578","0"," "," "," ","0.0025","M","NT"
"Bentazon","Spinach","350","0"," "," "," ","0.029","M","NT"
"Bentazon","Strawberries","706","0"," "," "," ","0.0025","M","NT"
"Bentazon","Sweet Corn, Fresh","468","0"," "," "," ","0.0025 - 0.1","M","0.05"
"Bentazon","Sweet Corn, Frozen","65","0"," "," "," ","0.0025 - 0.1","M","0.05"
"Benthiavalicarb isopropyl","Cherries","232","0"," "," "," ","0.0051","M","NT"
"Benthiavalicarb isopropyl","Cherries, Frozen","453","0"," "," "," ","0.0051","M","NT"
"Benthiavalicarb isopropyl","Spinach","350","0"," "," "," ","0.0051","M","NT"
"BHC alpha","Apples","708","0"," "," "," ","0.012","M","0.05 AL"
"BHC alpha","Cherries","232","0"," "," "," ","0.0069","M","0.05 AL"
"BHC alpha","Cherries, Frozen","453","0"," "," "," ","0.0069","M","0.05 AL"
"BHC alpha","Cucumbers","378","0"," "," "," ","0.005","M","0.05 AL"
"BHC alpha","Grapefruit","177","0"," "," "," ","0.0025 - 0.005","M","0.05 AL"
"BHC alpha","Grapes","708","0"," "," "," ","0.001","M","0.05 AL"
"BHC alpha","Green Beans","754","0"," "," "," ","0.02","M","0.05 AL"
"BHC alpha","Lettuce","378","0"," "," "," ","0.012","M","0.05 AL"
"BHC alpha","Nectarines","578","0"," "," "," ","0.0025","M","0.05 AL"
"BHC alpha","Oranges","707","0"," "," "," ","0.005","M","0.05 AL"
"BHC alpha","Peaches","362","0"," "," "," ","0.005","M","0.05 AL"
"BHC alpha","Pears","705","0"," "," "," ","0.001","M","0.05 AL"
"BHC alpha","Potatoes","707","0"," "," "," ","0.001","M","0.05 AL"
"BHC alpha","Spinach","708","0"," "," "," ","0.001 - 0.0069","M","0.05 AL"
"BHC alpha","Strawberries","706","0"," "," "," ","0.0025","M","0.05 AL"
"BHC alpha","Sweet Corn, Fresh","468","0"," "," "," ","0.0025 - 0.005","M","0.05 AL"
"BHC alpha","Sweet Corn, Frozen","65","0"," "," "," ","0.0025 - 0.005","M","0.05 AL"
"BHC alpha","Tomatoes","708","0"," "," "," ","0.001","M","0.05 AL"
"BHC alpha","Watermelon","370","0"," "," "," ","0.012","M","0.05 AL"
"BHC beta","Apples","708","0"," "," "," ","0.014","M","0.05 AL"
"BHC beta","Cucumbers","378","0"," "," "," ","0.005","M","0.05 AL"
"BHC beta","Grapefruit","177","0"," "," "," ","0.0025 - 0.01","M","0.05 AL"
"BHC beta","Grapes","708","0"," "," "," ","0.001","M","0.05 AL"
"BHC beta","Green Beans","754","0"," "," "," ","0.02","M","0.05 AL"
"BHC beta","Lettuce","378","0"," "," "," ","0.014","M","0.05 AL"
"BHC beta","Nectarines","578","0"," "," "," ","0.0025","M","0.05 AL"
"BHC beta","Oranges","707","0"," "," "," ","0.005","M","0.05 AL"
"BHC beta","Peaches","362","0"," "," "," ","0.005","M","0.05 AL"
"BHC beta","Pears","705","0"," "," "," ","0.001","M","0.05 AL"
"BHC beta","Strawberries","706","0"," "," "," ","0.0025","M","0.05 AL"
"BHC beta","Sweet Corn, Fresh","468","0"," "," "," ","0.0025 - 0.005","M","0.05 AL"
"BHC beta","Sweet Corn, Frozen","65","0"," "," "," ","0.0025 - 0.005","M","0.05 AL"
"BHC beta","Watermelon","370","0"," "," "," ","0.014","M","0.05 AL"
"BHC delta","Grapefruit","90","0"," "," "," ","0.005","M","0.05 AL"
"BHC delta","Nectarines","578","0"," "," "," ","0.005","M","0.05 AL"
"BHC delta","Strawberries","706","0"," "," "," ","0.005","M","0.05 AL"
"BHC delta","Sweet Corn, Fresh","250","0"," "," "," ","0.005","M","0.05 AL"
"BHC delta","Sweet Corn, Frozen","20","0"," "," "," ","0.005","M","0.05 AL"
"BHC epsilon","Nectarines","567","0"," "," "," ","0.005","M","0.05 AL"
"BHC epsilon","Strawberries","532","0"," "," "," ","0.005","M","0.05 AL"
"BHC epsilon","Sweet Corn, Fresh","250","0"," "," "," ","0.005","M","0.05 AL"
"BHC epsilon","Sweet Corn, Frozen","20","0"," "," "," ","0.005","M","0.05 AL"
"Bifenazate","Cherries","232","0"," "," "," ","0.0045","M","2.5"
"Bifenazate","Cherries, Frozen","453","0"," "," "," ","0.0045","M","2.5"
"Bifenazate","Grapefruit","90","0"," "," "," ","0.0025","M","NT"
"Bifenazate","Grapes","708","1","0.1","0.0167","0.0167","0.01","M","0.75"
"Bifenazate","Nectarines","578","33","5.7","0.0025","0.048","0.0025","M","2.5"
"Bifenazate","Spinach","350","0"," "," "," ","0.0045","M","NT"
"Bifenazate","Strawberries","706","169","23.9","0.0026","1.2","0.0025","M","1.5"
"Bifenazate","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Bifenazate","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Bifenox","Grapefruit","90","0"," "," "," ","0.01","M","NT"
"Bifenox","Nectarines","578","0"," "," "," ","0.005 - 0.01","M","NT"
"Bifenox","Strawberries","706","0"," "," "," ","0.005 - 0.01","M","NT"
"Bifenox","Sweet Corn, Fresh","250","0"," "," "," ","0.005","M","NT"
"Bifenox","Sweet Corn, Frozen","20","0"," "," "," ","0.005","M","NT"
"Bifenthrin","Apples","708","1","0.1","0.013","0.013","0.002","M","0.5"
"Bifenthrin","Cherries","232","0"," "," "," ","0.0079","M","0.05"
"Bifenthrin","Cherries, Frozen","453","0"," "," "," ","0.0079","M","0.05"
"Bifenthrin","Cucumbers","378","44","11.6","0.005","0.072","0.005","M","0.4"
"Bifenthrin","Grapefruit","177","0"," "," "," ","0.0025 - 0.04","M","0.05"
"Bifenthrin","Grapes","708","38","5.4","0.0017","0.0366","0.001","M","0.2"
"Bifenthrin","Green Beans","754","63","8.4","0.04","0.19","0.04","M","0.6"
"Bifenthrin","Lettuce","378","8","2.1","0.002","0.11","0.002","M","3.0"
"Bifenthrin","Nectarines","578","0"," "," "," ","0.0025 - 0.01","M","0.5"
"Bifenthrin","Oranges","707","0"," "," "," ","0.005","M","0.05"
"Bifenthrin","Peaches","362","0"," "," "," ","0.005","M","0.5"
"Bifenthrin","Peanut Butter","315","0"," "," "," ","0.025","M","0.05"
"Bifenthrin","Pears","705","2","0.3","0.0017","0.0112","0.001","M","0.5"
"Bifenthrin","Potatoes","707","33","4.7","0.002","0.02","0.001","M","0.05"
"Bifenthrin","Spinach","708","62","8.8","0.002","1.5","0.001 - 0.0078","M","0.2"
"Bifenthrin","Strawberries","706","202","28.6","0.0027","0.3","0.0025 - 0.01","M","3.0"
"Bifenthrin","Sweet Corn, Fresh","468","0"," "," "," ","0.01 - 0.04","M","0.05"
"Bifenthrin","Sweet Corn, Frozen","65","0"," "," "," ","0.01 - 0.04","M","0.05"
"Bifenthrin","Tomatoes","689","164","23.8","0.002","0.072","0.001","M","0.15"
"Bifenthrin","Watermelon","370","23","6.2","0.002","0.007","0.002","M","0.4"
"Biphenyl","Spinach","349","0"," "," "," ","0.075","M","NT"
"Bitertanol","Cucumbers","378","0"," "," "," ","0.01","M","NT"
"Bitertanol","Grapefruit","90","0"," "," "," ","0.01","M","NT"
"Bitertanol","Nectarines","578","0"," "," "," ","0.01 - 0.02","M","NT"
"Bitertanol","Oranges","707","0"," "," "," ","0.01","M","NT"
"Bitertanol","Peaches","362","0"," "," "," ","0.01","M","NT"
"Bitertanol","Pears","705","0"," "," "," ","0.002","M","NT"
"Bitertanol","Strawberries","706","0"," "," "," ","0.01 - 0.02","M","NT"
"Bitertanol","Sweet Corn, Fresh","250","0"," "," "," ","0.02","M","NT"
"Bitertanol","Sweet Corn, Frozen","20","0"," "," "," ","0.02","M","NT"
"Boscalid","Apples","708","179","25.3","0.003","0.18","0.003","M","3.0"
"Boscalid","Cherries","232","121","52.2","0.013","0.21","0.013","M","3.5"
"Boscalid","Cherries, Frozen","453","140","30.9","0.013","0.2","0.013","M","3.5"
"Boscalid","Cucumbers","378","25","6.6","0.011","0.095","0.01","M","0.5"
"Boscalid","Grapefruit","177","0"," "," "," ","0.0025 - 0.005","M","2.0"
"Boscalid","Grapes","708","450","63.6","0.0083","1.3531","0.005","M","5.0"
"Boscalid","Green Beans","754","39","5.2","0.0052","0.37","0.005","M","1.6"
"Boscalid","Lettuce","378","39","10.3","0.003","0.46","0.003","M","11.0"
"Boscalid","Nectarines","578","85","14.7","0.0051","0.21","0.0025 - 0.005","M","3.5"
"Boscalid","Oranges","707","0"," "," "," ","0.01","M","2.0"
"Boscalid","Peaches","362","15","4.1","0.015","0.38","0.01","M","3.5"
"Boscalid","Peanut Butter","315","0"," "," "," ","0.01","M","0.05"
"Boscalid","Pears","704","189","26.8","0.0083","0.2013","0.005","M","3.0"
"Boscalid","Potatoes","707","12","1.7","0.0025","0.035","0.0015 - 0.02","M","0.05"
"Boscalid","Spinach","708","19","2.7","0.0025","0.11","0.0015 - 0.02","M","60"
"Boscalid","Strawberries","706","341","48.3","0.0027","0.99","0.0025 - 0.005","M","4.5"
"Boscalid","Sweet Corn, Fresh","468","0"," "," "," ","0.005","M","0.20"
"Boscalid","Sweet Corn, Frozen","65","0"," "," "," ","0.005","M","0.20"
"Boscalid","Tomatoes","708","67","9.5","0.0025","0.091","0.0015 - 0.02","M","3.0"
"Boscalid","Watermelon","370","1","0.3","0.004","0.004","0.003","M","1.6"
"Bromacil","Apples","708","0"," "," "," ","0.003","M","NT"
"Bromacil","Cherries","232","0"," "," "," ","0.02","M","NT"
"Bromacil","Cherries, Frozen","453","0"," "," "," ","0.02","M","NT"
"Bromacil","Grapefruit","177","0"," "," "," ","0.005 - 0.01","M","0.1"
"Bromacil","Lettuce","378","0"," "," "," ","0.003","M","NT"
"Bromacil","Nectarines","578","0"," "," "," ","0.01","M","NT"
"Bromacil","Spinach","350","0"," "," "," ","0.02","M","NT"
"Bromacil","Strawberries","706","0"," "," "," ","0.01","M","NT"
"Bromacil","Sweet Corn, Fresh","163","0"," "," "," ","0.01","M","NT"
"Bromacil","Sweet Corn, Frozen","17","0"," "," "," ","0.01","M","NT"
"Bromacil","Watermelon","370","0"," "," "," ","0.003","M","NT"
"Bromopropylate","Cucumbers","378","0"," "," "," ","0.005","M","NT"
"Bromopropylate","Grapefruit","90","0"," "," "," ","0.0025","M","NT"
"Bromopropylate","Nectarines","578","0"," "," "," ","0.0025 - 0.01","M","NT"
"Bromopropylate","Oranges","707","0"," "," "," ","0.005","M","NT"
"Bromopropylate","Peaches","362","0"," "," "," ","0.005","M","NT"
"Bromopropylate","Strawberries","706","0"," "," "," ","0.0025 - 0.01","M","NT"
"Bromopropylate","Sweet Corn, Fresh","250","0"," "," "," ","0.01","M","NT"
"Bromopropylate","Sweet Corn, Frozen","20","0"," "," "," ","0.01","M","NT"
"Bromuconazole","Grapefruit","90","0"," "," "," ","0.005","M","NT"
"Bromuconazole","Nectarines","578","0"," "," "," ","0.0025 - 0.005","M","NT"
"Bromuconazole","Strawberries","706","0"," "," "," ","0.0025 - 0.005","M","NT"
"Bromuconazole","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Bromuconazole","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Bupirimate","Apples","413","0"," "," "," ","0.001","M","NT"
"Bupirimate","Cherries","232","0"," "," "," ","0.002","M","NT"
"Bupirimate","Cherries, Frozen","453","1","0.2","0.0024","0.0024","0.002","M","NT"
"Bupirimate","Cucumbers","378","0"," "," "," ","0.005","M","NT"
"Bupirimate","Grapefruit","90","0"," "," "," ","0.0012","M","NT"
"Bupirimate","Nectarines","578","0"," "," "," ","0.0012 - 0.01","M","NT"
"Bupirimate","Oranges","707","0"," "," "," ","0.005","M","NT"
"Bupirimate","Peaches","362","0"," "," "," ","0.005","M","NT"
"Bupirimate","Spinach","350","0"," "," "," ","0.002","M","NT"
"Bupirimate","Strawberries","706","0"," "," "," ","0.0012 - 0.01","M","NT"
"Bupirimate","Sweet Corn, Fresh","250","0"," "," "," ","0.01","M","NT"
"Bupirimate","Sweet Corn, Frozen","20","0"," "," "," ","0.01","M","NT"
"Bupirimate","Watermelon","370","0"," "," "," ","0.001","M","NT"
"Buprofezin","Apples","708","10","1.4","0.002","0.02","0.002","M","3.0"
"Buprofezin","Cherries","232","44","19","0.0021","0.11","0.001","M","1.9"
"Buprofezin","Cherries, Frozen","453","44","9.7","0.0011","0.038","0.001","M","1.9"
"Buprofezin","Cucumbers","378","1","0.3","0.01","0.01","0.01","M","0.50"
"Buprofezin","Grapefruit","177","0"," "," "," ","0.001 - 0.0012","M","2.5"
"Buprofezin","Grapes","708","63","8.9","0.005","0.4252","0.003","M","2.5"
"Buprofezin","Green Beans","754","8","1.1","0.0011","0.13","0.001","M","0.02"
"Buprofezin","Lettuce","378","7","1.9","0.002","0.029","0.002","M","35"
"Buprofezin","Nectarines","578","15","2.6","0.0025","0.017","0.0012 - 0.0025","M","9.0"
"Buprofezin","Oranges","707","0"," "," "," ","0.01","M","2.5"
"Buprofezin","Peaches","362","9","2.5","0.012","0.077","0.01","M","9.0"
"Buprofezin","Pears","705","16","2.3","0.005","0.1212","0.003","M","6.0"
"Buprofezin","Potatoes","707","0"," "," "," ","0.001","M","NT"
"Buprofezin","Spinach","708","5","0.7","0.0012","0.002","0.001","M","35"
"Buprofezin","Strawberries","706","15","2.1","0.0027","0.59","0.0012 - 0.0025","M","2.5"
"Buprofezin","Sweet Corn, Fresh","468","0"," "," "," ","0.001 - 0.0025","M","NT"
"Buprofezin","Sweet Corn, Frozen","65","0"," "," "," ","0.001 - 0.0025","M","NT"
"Buprofezin","Tomatoes","708","61","8.6","0.002","0.058","0.001","M","2.0"
"Buprofezin","Watermelon","370","0"," "," "," ","0.001","M","0.50"
"Butocarboxim","Cherries","232","0"," "," "," ","0.0098","M","NT"
"Butocarboxim","Cherries, Frozen","453","0"," "," "," ","0.0098","M","NT"
"Butocarboxim","Cucumbers","378","0"," "," "," ","0.01","M","NT"
"Butocarboxim","Oranges","707","0"," "," "," ","0.01","M","NT"
"Butocarboxim","Peaches","362","0"," "," "," ","0.01","M","NT"
"Butocarboxim","Spinach","350","0"," "," "," ","0.0096","M","NT"
"Butocarboxim sulfone","Cherries","232","0"," "," "," ","0.011","M","NT"
"Butocarboxim sulfone","Cherries, Frozen","453","0"," "," "," ","0.011","M","NT"
"Butocarboxim sulfone","Spinach","350","0"," "," "," ","0.011","M","NT"
"Butocarboxim sulfoxide","Cherries","232","0"," "," "," ","0.006","M","NT"
"Butocarboxim sulfoxide","Cherries, Frozen","453","0"," "," "," ","0.006","M","NT"
"Butocarboxim sulfoxide","Spinach","350","0"," "," "," ","0.006","M","NT"
"Butylate","Grapefruit","90","0"," "," "," ","0.02","M","NT"
"Butylate","Nectarines","578","0"," "," "," ","0.01 - 0.02","M","NT"
"Butylate","Strawberries","706","0"," "," "," ","0.005 - 0.02","M","NT"
"Butylate","Sweet Corn, Fresh","250","0"," "," "," ","0.005 - 0.01","M","0.1"
"Butylate","Sweet Corn, Frozen","20","0"," "," "," ","0.005 - 0.01","M","0.1"
"Cadusafos","Grapefruit","90","0"," "," "," ","0.0012","M","NT"
"Cadusafos","Nectarines","578","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Cadusafos","Strawberries","706","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Cadusafos","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Cadusafos","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Captan","Cucumbers","378","0"," "," "," ","0.02","M","0.05"
"Captan","Grapes","708","2","0.3","0.0833","0.0833","0.05","M","25.0"
"Captan","Oranges","707","0"," "," "," ","0.02","M","NT"
"Captan","Peaches","362","17","4.7","0.021","3","0.02","M","15.0"
"Captan","Peanut Butter","315","0"," "," "," ","0.2","M","0.05"
"Captan","Pears","705","20","2.8","0.0833","1.4959","0.05","M","25.0"
"Carbaryl","Apples","708","9","1.3","0.003","1","0.003","M","12"
"Carbaryl","Cherries","232","12","5.2","0.0025","0.6","0.0025","M","10"
"Carbaryl","Cherries, Frozen","453","83","18.3","0.0026","1.2","0.0025","M","10"
"Carbaryl","Cucumbers","378","0"," "," "," ","0.01","M","3.0"
"Carbaryl","Grapefruit","177","1","0.6","0.0042","0.0042","0.002 - 0.0025","M","10"
"Carbaryl","Grapes","708","0"," "," "," ","0.004","M","10"
"Carbaryl","Green Beans","754","0"," "," "," ","0.002","M","10"
"Carbaryl","Lettuce","378","1","0.3","0.004","0.004","0.003 - 0.0033","M","10"
"Carbaryl","Nectarines","578","0"," "," "," ","0.0025","M","10"
"Carbaryl","Oranges","707","3","0.4","0.015","0.021","0.01","M","10"
"Carbaryl","Peaches","362","5","1.4","0.017","0.44","0.01","M","10"
"Carbaryl","Peanut Butter","315","0"," "," "," ","0.025","M","0.05"
"Carbaryl","Pears","705","1","0.1","0.0067","0.0067","0.004","M","12"
"Carbaryl","Potatoes","707","0"," "," "," ","0.001","M","2.0"
"Carbaryl","Spinach","708","0"," "," "," ","0.001 - 0.0025","M","22"
"Carbaryl","Strawberries","706","1","0.1","1.2","1.2","0.0025","M","4.0"
"Carbaryl","Sweet Corn, Fresh","468","0"," "," "," ","0.002 - 0.0025","M","0.1"
"Carbaryl","Sweet Corn, Frozen","65","0"," "," "," ","0.002 - 0.0025","M","0.1"
"Carbaryl","Tomatoes","708","0"," "," "," ","0.001 - 0.003","M","5.0"
"Carbaryl","Watermelon","370","0"," "," "," ","0.003","M","3.0"
"Carbendazim (MBC)","Apples","708","131","18.5","0.001","0.13","0.001","M","2.0"
"Carbendazim (MBC)","Cherries","232","10","4.3","0.011","0.61","0.0052","M","20.0"
"Carbendazim (MBC)","Cherries, Frozen","453","112","24.7","0.0053","0.62","0.0052","M","20.0"
"Carbendazim (MBC)","Cucumbers","378","29","7.7","0.01","0.18","0.01","M","1.0"
"Carbendazim (MBC)","Grapefruit","90","0"," "," "," ","0.0012","M","NT"
"Carbendazim (MBC)","Grapes","708","0"," "," "," ","0.01","M","5.0"
"Carbendazim (MBC)","Lettuce","378","2","0.5","0.002","0.002","0.001","M","NT"
"Carbendazim (MBC)","Nectarines","578","14","2.4","0.0034","0.043","0.0012 - 0.0025","M","3.0"
"Carbendazim (MBC)","Oranges","707","0"," "," "," ","0.01","M","NT"
"Carbendazim (MBC)","Peaches","362","8","2.2","0.029","0.24","0.01","M","3.0"
"Carbendazim (MBC)","Peanut Butter","315","0"," "," "," ","0.025","M","0.1"
"Carbendazim (MBC)","Pears","705","176","25","0.0167","0.2682","0.01","M","3.0"
"Carbendazim (MBC)","Spinach","708","1","0.1","0.0067","0.0067","0.001 - 0.0052","M","NT"
"Carbendazim (MBC)","Strawberries","706","119","16.9","0.0014","0.42","0.0012 - 0.0025","M","7.0"
"Carbendazim (MBC)","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Carbendazim (MBC)","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Carbendazim (MBC)","Tomatoes","708","24","3.4","0.002","0.015","0.001","M","NT"
"Carbendazim (MBC)","Watermelon","370","56","15.1","0.001","0.021","0.001","M","1.0"
"Carbofuran","Apples","708","0"," "," "," ","0.0015","M","NT"
"Carbofuran","Cherries","232","0"," "," "," ","0.0061","M","NT"
"Carbofuran","Cherries, Frozen","453","0"," "," "," ","0.0061","M","NT"
"Carbofuran","Cucumbers","378","0"," "," "," ","0.01","M","0.4"
"Carbofuran","Grapefruit","177","0"," "," "," ","0.001 - 0.0012","M","NT"
